class_name,cbo,lcom,class_length,avg_method_length,avg_cyclomatic_complexity,dit,fan_in,fan_out,label,split
ParserConfig,0,1.0,38,6.5,1.75,0,0,0,Feature Envy,train
PintParsedStatement,0,0.0,1,0.0,0.0,0,0,0,Clean,train
FullFormatter,0,0.4444444444444444,217,19.0,4.333333333333333,0,0,0,Clean,test
HTMLFormatter,0,0.7,146,27.0,2.8,0,0,0,Feature Envy,train
LatexFormatter,0,0.7,124,22.6,1.6,0,1,3,Clean,train
SIunitxFormatter,0,0.7,127,22.6,1.8,0,1,3,Clean,train
BaseFormatter,0,0.0,2,1.0,1.0,0,0,0,Clean,train
DefaultFormatter,0,0.7,134,23.8,2.2,1,3,9,Clean,train
CompactFormatter,0,0.7,108,19.4,1.6,1,3,9,Clean,test
PrettyFormatter,0,0.7,123,22.4,2.8,1,3,9,Clean,test
RawFormatter,0,0.7,90,15.2,1.4,1,3,9,Clean,test
SortKwds,0,0.0,1,0.0,0.0,0,0,0,Clean,train
BabelKwds,0,0.0,5,0.0,0.0,0,0,0,Clean,test
Formatter,0,0.0,3,0.0,0.0,0,0,0,Clean,train
EndDirectiveBlock,0,0.0,7,3.0,2.0,0,0,0,Clean,train
DirectiveBlock,0,0.0,9,0.0,1.0,0,0,0,Clean,train
DefinitionSyntaxError,0,0.6666666666666666,24,3.0,2.0,0,0,0,Clean,train
ImportDefinition,0,1.0,11,2.0,1.5,0,0,0,Clean,train
ForwardRelation,0,0.0,10,3.0,1.0,0,0,0,Clean,train
BidirectionalRelation,0,0.0,12,3.0,1.0,0,0,0,Clean,train
BeginContext,0,0.0,46,31.0,6.0,0,0,0,Clean,test
ContextDefinition,0,0.7333333333333333,70,2.5,1.0,0,0,0,Clean,train
BeginDefaults,0,0.0,10,3.0,2.0,0,0,0,Clean,train
DefaultsDefinition,0,1.0,36,5.0,2.6666666666666665,0,0,0,Clean,train
PintRootBlock,0,0.0,18,0.0,0.0,0,0,0,Clean,train
_PintParser,0,0.0,25,4.0,1.5,0,0,2,Clean,train
DefParser,0,0.5,81,16.5,4.25,0,1,0,Long Method,test
BeginGroup,0,0.0,29,16.0,4.0,0,0,0,Clean,train
GroupDefinition,0,0.8333333333333334,44,2.0,1.0,0,0,0,Clean,train
Equality,0,0.0,15,8.0,3.0,0,0,0,Clean,train
CommentDefinition,0,0.0,13,3.0,2.0,0,0,0,Clean,train
PrefixDefinition,0,0.0,45,34.0,7.0,0,0,0,Clean,test
UnitDefinition,0,0.0,71,52.0,9.0,0,0,0,Feature Envy,train
DimensionDefinition,0,0.0,17,6.0,3.0,0,0,0,Clean,train
DerivedDimensionDefinition,0,0.0,37,24.0,6.0,0,0,0,Clean,train
AliasDefinition,0,0.0,19,8.0,3.0,0,0,0,Clean,train
BaseUnitRule,0,0.0,10,8.0,3.0,0,0,0,Clean,train
BeginSystem,0,0.0,31,18.0,4.0,0,0,0,Clean,train
SystemDefinition,0,0.8333333333333334,45,2.0,1.0,0,0,0,Clean,train
Relation,0,0.6666666666666666,34,3.0,1.0,0,0,0,Clean,train
ForwardRelation,0,0.0,8,1.0,1.0,1,0,0,Clean,train
BidirectionalRelation,0,0.0,10,1.0,1.0,1,0,0,Clean,train
ContextDefinition,0,0.6666666666666666,67,16.666666666666668,5.0,0,0,0,Long Method,train
Transformation,0,0.0,3,2.0,1.0,0,0,0,Clean,train
ContextQuantity,0,0.0,1,0.0,0.0,0,0,0,Clean,train
ContextUnit,0,0.0,1,0.0,0.0,0,0,0,Clean,train
Context,0,0.7818181818181819,230,14.090909090909092,2.0,0,1,0,God Class,train
ContextChain,0,0.5714285714285714,70,7.142857142857143,1.4285714285714286,0,0,3,Clean,train
_Decorator,0,0.0,1,0.0,1.0,0,0,0,Clean,train
ContextCacheOverlay,0,0.0,10,5.0,1.0,0,1,0,Clean,train
GenericContextRegistry,1,0.6794871794871795,384,26.23076923076923,3.1538461538461537,0,0,2,God Class,train
ContextRegistry,0,0.0,4,0.0,0.0,0,0,0,Clean,train
DaskQuantity,0,0.8181818181818182,85,5.2727272727272725,1.0909090909090908,0,0,0,Clean,train
DaskUnit,0,0.0,1,0.0,0.0,0,0,0,Clean,train
GenericDaskRegistry,0,0.0,3,0.0,0.0,0,0,0,Clean,train
DaskRegistry,0,0.0,2,0.0,0.0,0,0,0,Clean,train
GroupDefinition,0,1.0,34,6.0,2.6666666666666665,0,0,0,Feature Envy,train
GroupQuantity,0,0.0,1,0.0,0.0,0,0,0,Clean,train
GroupUnit,0,0.0,1,0.0,0.0,0,0,0,Clean,test
Group,0,0.6666666666666666,181,10.384615384615385,2.230769230769231,0,0,0,Clean,train
GenericGroupRegistry,0,0.6944444444444444,118,9.444444444444445,1.8888888888888888,0,0,0,Clean,train
GroupRegistry,0,0.0,4,0.0,0.0,0,0,0,Clean,train
MeasurementQuantity,1,0.0,11,9.0,4.0,0,0,1,Clean,test
MeasurementUnit,0,0.0,1,0.0,0.0,0,0,0,Clean,train
Measurement,0,0.5,154,13.333333333333334,3.3333333333333335,0,1,0,Long Method,train
GenericMeasurementRegistry,0,0.0,18,13.0,2.0,0,0,0,Clean,train
MeasurementRegistry,0,0.0,4,0.0,0.0,0,0,0,Clean,test
OffsetConverter,0,0.5,37,6.0,2.0,0,0,0,Clean,train
LogarithmicConverter,0,0.8333333333333334,63,8.75,2.0,0,0,0,Clean,train
NonMultiplicativeQuantity,0,0.6,57,7.333333333333333,2.6666666666666665,0,0,0,Clean,train
NonMultiplicativeUnit,0,0.0,1,0.0,0.0,0,0,0,Clean,test
GenericNonMultiplicativeRegistry,0,0.7619047619047619,277,35.0,4.571428571428571,0,0,0,Feature Envy,test
NonMultiplicativeRegistry,0,0.0,6,0.0,0.0,0,0,0,Clean,train
NumpyQuantity,0,0.5666666666666667,351,11.916666666666666,3.5416666666666665,0,0,0,Long Method,train
GenericNumpyRegistry,0,0.0,3,0.0,0.0,0,0,0,Clean,test
NumpyRegistry,0,0.0,2,0.0,0.0,0,0,0,Clean,train
NumpyUnit,0,0.0,28,25.0,5.0,0,0,0,Feature Envy,train
NotNumeric,0,0.0,4,1.0,1.0,0,0,0,Clean,test
Equality,0,0.0,10,0.0,0.0,0,0,0,Clean,train
CommentDefinition,0,0.0,3,0.0,0.0,0,0,0,Clean,train
DefaultsDefinition,0,0.0,10,4.0,3.0,0,0,0,Clean,test
NamedDefinition,0,0.0,2,0.0,0.0,0,0,0,Clean,test
PrefixDefinition,1,0.5,35,4.0,2.5,1,0,1,Clean,train
UnitDefinition,0,0.6,98,11.166666666666666,2.8333333333333335,1,0,0,Long Method,train
DimensionDefinition,0,1.0,9,1.5,1.5,1,0,0,Clean,train
DerivedDimensionDefinition,0,1.0,27,9.0,2.5,2,0,0,Feature Envy,train
AliasDefinition,0,0.0,16,8.0,4.0,0,0,0,Clean,test
ScaleConverter,0,0.0,19,6.0,2.0,0,1,0,Clean,train
PlainQuantity,0,0.8478931140801644,1742,13.647727272727273,3.522727272727273,0,0,0,God Class,train
RegistryCache,0,1.0,31,13.0,1.5,0,1,0,Clean,train
RegistryMeta,0,0.0,8,3.0,1.0,0,0,1,Clean,train
GenericPlainRegistry,1,0.9044162129461585,1354,20.25,3.5,0,1,1,God Class,train
PlainRegistry,0,0.0,2,0.0,0.0,0,0,0,Clean,train
PlainUnit,0,0.5440860215053763,287,7.444444444444445,2.2222222222222223,0,0,0,Clean,train
BaseUnitRule,0,0.0,8,0.0,0.0,0,0,0,Clean,train
SystemDefinition,0,0.6666666666666666,48,10.666666666666666,4.0,0,0,0,Clean,train
SystemQuantity,0,0.0,1,0.0,0.0,0,0,0,Clean,test
SystemUnit,0,0.0,1,0.0,0.0,0,0,0,Clean,test
System,0,0.6444444444444445,161,12.4,2.3,0,0,0,Clean,test
Lister,0,0.0,9,1.3333333333333333,1.0,0,0,0,Clean,train
GenericSystemRegistry,0,0.6153846153846154,226,14.666666666666666,2.75,0,0,0,Clean,test
SystemRegistry,0,0.0,2,0.0,0.0,0,0,0,Clean,train
_IntentionallyEmptyModule,0,0.0,12,10.0,3.0,0,0,0,Clean,train
_PluginSourceModule,1,0.0,13,4.0,1.5,0,2,5,Clean,train
PluginBase,1,1.0,26,5.5,1.5,0,2,1,Clean,train
PluginSource,1,0.6727272727272727,166,10.363636363636363,2.8181818181818183,0,3,1,God Class,test
PluginBaseState,0,1.0,14,4.0,2.0,0,2,0,Clean,train
_ImportHook,0,0.0,37,7.25,2.5,0,1,5,Clean,train
FlaskyStyle,0,0.0,79,0.0,0.0,0,0,0,Clean,train
Application,0,0.0,28,11.5,1.5,0,0,0,Clean,train
PremailerError,0,0.0,1,0.0,0.0,0,0,0,Clean,train
ExternalNotFoundError,0,0.0,1,0.0,0.0,0,1,0,Clean,train
ExternalFileLoadingError,0,0.0,1,0.0,0.0,0,1,0,Clean,train
Premailer,2,0.7777777777777778,595,57.2,13.0,0,0,2,Long Method,train
JsonEncoder,0,1.0,26,9.5,4.5,0,0,0,Clean,train
JsonFormatter,0,0.8055555555555556,183,17.77777777777778,3.3333333333333335,0,0,0,Clean,train
Record,0,0.9636363636363636,79,4.818181818181818,1.6363636363636365,0,3,1,Clean,train
RecordCollection,0,0.9120879120879121,148,8.428571428571429,2.357142857142857,0,2,4,God Class,train
Database,1,0.8205128205128205,89,4.538461538461538,1.3846153846153846,0,1,8,Clean,train
Connection,2,0.6222222222222222,96,7.5,1.7,0,1,6,Clean,train
PublishCommand,0,1.0,30,4.25,1.25,0,0,0,Clean,train
FlaskyStyle,0,0.0,79,0.0,0.0,0,0,0,Clean,train
BaseAdapter,0,1.0,33,8.666666666666666,1.0,0,1,1,Clean,train
HTTPAdapter,0,0.8095238095238095,590,34.6,4.133333333333334,1,1,1,God Class,train
AuthBase,0,0.0,4,1.0,1.0,0,0,0,Clean,train
HTTPBasicAuth,0,0.8,28,2.75,1.0,1,0,0,Clean,train
HTTPProxyAuth,0,0.0,5,2.0,1.0,2,0,0,Clean,train
HTTPDigestAuth,0,0.6222222222222222,230,24.875,5.125,1,0,0,Long Method,train
MockRequest,0,0.8021978021978022,80,2.642857142857143,1.1428571428571428,0,0,1,Clean,train
MockResponse,0,0.0,18,2.3333333333333335,1.0,0,0,0,Clean,train
CookieConflictError,0,0.0,3,0.0,0.0,0,1,0,Clean,test
RequestsCookieJar,1,0.9966666666666667,285,8.68,2.56,0,1,1,God Class,train
RequestException,0,0.0,15,7.0,4.0,0,1,1,Clean,train
InvalidJSONError,0,0.0,1,0.0,0.0,1,0,0,Clean,train
JSONDecodeError,0,1.0,21,8.0,1.0,2,1,1,Clean,train
HTTPError,0,0.0,1,0.0,0.0,1,0,0,Clean,train
ConnectionError,0,0.0,1,0.0,0.0,1,0,0,Clean,train
ProxyError,0,0.0,1,0.0,0.0,2,0,0,Clean,test
SSLError,0,0.0,1,0.0,0.0,2,0,0,Clean,train
Timeout,0,0.0,6,0.0,0.0,1,0,0,Clean,train
ConnectTimeout,0,0.0,4,0.0,0.0,2,0,0,Clean,train
ReadTimeout,0,0.0,1,0.0,0.0,2,0,0,Clean,train
URLRequired,0,0.0,1,0.0,0.0,1,0,0,Clean,train
TooManyRedirects,0,0.0,1,0.0,0.0,1,0,0,Clean,train
MissingSchema,0,0.0,1,0.0,0.0,1,0,0,Clean,train
InvalidSchema,0,0.0,1,0.0,0.0,1,0,0,Clean,train
InvalidURL,0,0.0,1,0.0,0.0,1,0,0,Clean,train
InvalidHeader,0,0.0,1,0.0,0.0,1,0,0,Clean,train
InvalidProxyURL,0,0.0,1,0.0,0.0,2,0,0,Clean,train
ChunkedEncodingError,0,0.0,1,0.0,0.0,1,0,0,Clean,train
ContentDecodingError,0,0.0,1,0.0,0.0,1,0,0,Clean,train
StreamConsumedError,0,0.0,1,0.0,0.0,1,0,0,Clean,test
RetryError,0,0.0,1,0.0,0.0,1,0,0,Clean,train
UnrewindableBodyError,0,0.0,1,0.0,0.0,1,0,0,Clean,train
RequestsWarning,0,0.0,1,0.0,0.0,0,0,0,Clean,train
FileModeWarning,0,0.0,1,0.0,0.0,1,0,0,Clean,train
RequestsDependencyWarning,0,0.0,1,0.0,0.0,1,0,0,Clean,train
RequestEncodingMixin,0,1.0,143,38.333333333333336,11.666666666666666,0,1,0,Feature Envy,train
RequestHooksMixin,0,0.0,27,11.0,3.0,0,2,0,Clean,train
Request,1,0.0,91,16.0,3.0,1,0,3,Clean,train
PreparedRequest,0,0.6410256410256411,351,22.846153846153847,5.076923076923077,1,1,3,Long Method,train
Response,0,0.8861538461538462,452,15.727272727272727,3.4545454545454546,0,0,0,God Class,train
SessionRedirectMixin,0,0.9523809523809523,265,35.42857142857143,6.571428571428571,0,1,3,Feature Envy,train
Session,0,0.9298245614035088,510,22.473684210526315,2.6315789473684212,1,1,2,God Class,train
CaseInsensitiveDict,0,0.37777777777777777,73,2.5,1.2,0,1,0,Clean,train
LookupDict,0,0.8095238095238095,34,3.0,1.2,0,0,1,Clean,train
SupportsRead,0,0.0,1,0.0,1.0,0,0,0,Clean,train
SupportsItems,0,0.0,1,0.0,1.0,0,0,0,Clean,test
TextSuite,0,0.7802197802197802,47,1.4285714285714286,1.0,0,0,0,Clean,train
TextHotCacheSuite,0,0.0,8,2.5,1.5,0,0,0,Clean,train
SyntaxWrappingSuite,0,0.9,19,2.0,1.0,0,0,0,Clean,train
TableSuite,0,1.0,29,8.0,1.0,0,0,0,Clean,train
PrettySuite,0,0.0,16,2.25,1.0,0,0,0,Clean,test
StyleSuite,0,0.9,18,1.8,1.0,0,0,0,Clean,train
ColorSuite,0,0.0,14,1.75,1.0,0,0,0,Clean,train
ColorSuiteCached,0,0.0,18,2.75,1.0,0,0,0,Clean,train
SegmentSuite,0,0.0,11,4.0,1.0,0,0,0,Clean,test
Point3D,0,0.0,3,0.0,0.0,0,0,0,Clean,train
Triangle,0,0.0,3,0.0,0.0,0,0,0,Clean,train
Model,0,0.0,2,0.0,0.0,0,0,0,Clean,train
Header,0,0.0,11,8.0,1.0,0,0,0,Clean,train
EmailHighlighter,0,0.0,4,0.0,0.0,0,0,0,Clean,train
Clock,0,0.0,4,1.0,1.0,0,0,0,Clean,train
RequestHighlighter,0,0.0,5,0.0,0.0,0,0,0,Clean,train
RainbowHighlighter,0,0.0,3,2.0,2.0,0,0,0,Clean,test
Bird,0,0.0,5,4.0,2.0,0,0,0,Clean,train
Process,0,1.0,19,3.0,2.0,0,0,0,Clean,test
RichRenderable,0,0.0,14,2.0,2.0,0,0,0,Clean,train
Align,0,0.7142857142857143,222,25.285714285714285,5.0,0,0,0,Long Method,train
VerticalCenter,0,0.0,54,9.0,2.5,0,0,0,Clean,test
_AnsiToken,0,0.0,5,0.0,0.0,0,0,0,Clean,train
AnsiDecoder,0,0.6666666666666666,91,28.0,7.666666666666667,0,0,0,Feature Envy,test
Bar,0,0.16666666666666666,76,14.5,2.25,0,0,0,Clean,train
Box,0,0.8571428571428571,172,17.625,3.0,0,0,0,Clean,train
CellTable,0,0.0,5,0.0,0.0,0,0,0,Clean,train
ColorSystem,0,1.0,12,1.0,1.0,0,1,0,Clean,test
ColorType,0,0.0,10,1.0,1.0,0,0,0,Clean,train
ColorParseError,0,0.0,1,0.0,0.0,0,1,0,Clean,train
Color,2,0.717948717948718,265,16.76923076923077,4.3076923076923075,0,0,2,God Class,train
ColorTriplet,0,1.0,34,5.666666666666667,1.0,0,0,0,Clean,test
Columns,0,0.0,155,45.333333333333336,8.666666666666666,0,0,0,Long Method,train
NoChange,0,0.0,1,0.0,0.0,0,0,0,Clean,train
ConsoleDimensions,0,0.0,6,0.0,0.0,0,1,0,Clean,train
ConsoleOptions,0,1.0,130,12.571428571428571,2.5714285714285716,0,1,0,Long Method,train
RichCast,0,0.0,6,3.0,1.0,0,0,0,Clean,train
ConsoleRenderable,0,0.0,6,3.0,1.0,0,1,0,Clean,train
CaptureError,0,0.0,1,0.0,0.0,0,1,0,Clean,train
NewLine,0,0.0,9,2.0,1.0,0,1,0,Clean,train
ScreenUpdate,0,0.0,15,5.0,1.5,0,1,0,Clean,test
Capture,1,0.16666666666666666,30,4.0,1.25,0,1,3,Clean,test
ThemeContext,0,0.0,18,3.6666666666666665,1.0,0,1,2,Clean,train
PagerContext,0,0.0,36,9.666666666666666,2.3333333333333335,0,1,3,Clean,train
ScreenContext,1,0.0,44,8.75,2.75,0,1,4,Clean,train
Group,0,0.5,30,3.75,1.5,0,2,0,Clean,train
ConsoleThreadLocals,0,0.0,5,0.0,0.0,0,1,0,Clean,test
RenderHook,0,0.0,16,12.0,1.0,0,1,0,Clean,train
Console,9,0.9311871227364185,2061,27.363636363636363,4.106060606060606,0,4,20,God Class,train
Constrain,0,0.0,27,5.0,1.6666666666666667,0,0,0,Clean,test
Renderables,0,0.0,33,4.4,1.4,0,1,1,Clean,train
Lines,0,0.2948717948717949,101,6.363636363636363,2.272727272727273,0,1,1,Long Method,train
Control,0,0.9545454545454546,130,7.416666666666667,1.8333333333333333,0,0,0,Clean,test
NoEmoji,0,0.0,1,0.0,0.0,0,1,0,Clean,test
Emoji,1,0.6,53,7.8,1.4,0,0,1,Clean,test
ConsoleError,0,0.0,1,0.0,0.0,0,0,0,Clean,train
StyleError,0,0.0,1,0.0,0.0,0,0,0,Clean,train
StyleSyntaxError,0,0.0,1,0.0,0.0,1,0,0,Clean,train
MissingStyle,0,0.0,1,0.0,0.0,1,0,0,Clean,test
StyleStackError,0,0.0,1,0.0,0.0,1,0,0,Clean,train
NotRenderableError,0,0.0,1,0.0,0.0,1,0,0,Clean,train
MarkupError,0,0.0,1,0.0,0.0,1,0,0,Clean,test
LiveError,0,0.0,1,0.0,0.0,1,0,0,Clean,test
NoAltScreen,0,0.0,1,0.0,0.0,1,0,0,Clean,test
FileProxy,0,0.38095238095238093,49,4.714285714285714,1.7142857142857142,0,0,0,Clean,train
Highlighter,0,1.0,30,12.0,2.0,0,1,3,Clean,train
NullHighlighter,0,0.0,8,1.0,1.0,1,2,0,Clean,train
RegexHighlighter,0,0.0,16,10.0,2.0,1,2,0,Clean,train
ReprHighlighter,0,0.0,23,0.0,0.0,2,0,0,Clean,train
JSONHighlighter,0,0.0,34,17.0,5.0,2,1,3,Clean,train
ISO8601Highlighter,0,0.0,55,0.0,0.0,2,0,0,Clean,train
JSON,0,0.6666666666666666,93,24.0,1.6666666666666667,0,0,0,Clean,train
JupyterRenderable,0,0.0,15,5.0,2.0,0,0,0,Clean,train
JupyterMixin,0,0.0,20,15.0,3.0,0,0,0,Clean,train
LayoutRender,0,0.0,4,0.0,0.0,0,1,0,Clean,train
LayoutError,0,0.0,1,0.0,0.0,0,0,0,Clean,test
NoSplitter,0,0.0,1,0.0,0.0,1,1,0,Clean,train
_Placeholder,0,0.0,26,9.5,2.0,0,1,0,Clean,test
Splitter,0,1.0,18,4.5,1.0,0,1,0,Clean,train
RowSplitter,0,1.0,17,5.0,1.5,1,1,0,Clean,train
ColumnSplitter,0,1.0,17,5.0,1.5,1,1,0,Clean,test
Layout,3,0.7843137254901961,273,12.277777777777779,2.2222222222222223,0,0,9,God Class,train
_RefreshThread,0,0.0,16,3.0,1.6666666666666667,0,1,2,Clean,train
Live,1,0.48717948717948717,256,16.46153846153846,4.923076923076923,0,1,2,Long Method,train
LiveRender,0,0.2,103,14.0,2.3333333333333335,0,0,0,Clean,test
RichHandler,0,0.6,223,33.6,4.4,0,0,0,Clean,test
MarkdownElement,0,1.0,54,6.666666666666667,1.0,0,3,0,Clean,train
UnknownElement,0,0.0,6,0.0,0.0,1,0,0,Clean,train
TextElement,0,0.6666666666666666,13,1.3333333333333333,1.3333333333333333,1,3,2,Clean,train
Paragraph,0,0.6666666666666666,17,2.0,1.3333333333333333,2,3,0,Clean,train
HeadingFormat,0,0.0,2,0.0,0.0,0,0,0,Clean,test
Heading,0,0.5,31,3.0,1.0,2,2,15,Clean,train
CodeBlock,0,0.6666666666666666,22,4.0,1.6666666666666667,2,3,0,Clean,train
BlockQuote,0,0.0,23,4.666666666666667,1.3333333333333333,2,3,0,Clean,train
HorizontalRule,0,0.0,10,5.0,1.0,1,0,0,Clean,train
TableElement,0,0.0,38,10.333333333333334,3.3333333333333335,1,3,0,Clean,train
TableHeaderElement,0,0.0,9,2.0,1.0,1,3,0,Clean,train
TableBodyElement,0,0.0,9,2.0,1.0,1,3,0,Clean,train
TableRowElement,0,0.0,9,2.0,1.0,1,3,0,Clean,train
TableDataElement,0,0.6666666666666666,29,6.666666666666667,2.6666666666666665,1,4,0,Clean,test
ListElement,0,0.5,29,4.75,2.0,1,3,2,Clean,test
ListItem,0,0.0,39,7.0,2.0,2,4,0,Clean,train
Link,0,1.0,8,2.0,1.0,2,3,0,Clean,train
ImageItem,0,0.5,37,6.25,2.0,2,2,17,Clean,train
MarkdownContext,0,0.0,45,6.6,1.6,0,4,3,Clean,train
Markdown,1,0.6666666666666666,191,50.333333333333336,14.0,0,2,29,Long Method,train
Tag,0,0.0,20,4.5,2.0,0,0,0,Clean,train
Measurement,0,1.0,111,15.166666666666666,2.1666666666666665,0,0,0,Clean,train
Padding,0,0.6,116,15.0,3.5,0,0,0,Long Method,test
Pager,0,0.0,9,5.0,1.0,0,0,0,Clean,test
SystemPager,0,1.0,8,1.5,1.0,1,0,0,Clean,train
Palette,0,0.0,61,12.5,1.25,0,0,0,Feature Envy,train
Panel,0,0.6666666666666666,280,40.666666666666664,5.166666666666667,0,0,0,Long Method,train
Pretty,0,0.0,101,25.666666666666668,4.0,0,0,0,Data Class,train
Node,1,1.0,81,15.0,5.0,0,1,3,Clean,train
_Line,0,0.0,64,11.25,3.25,0,1,1,Clean,train
_TrackThread,0,0.5,37,7.0,1.75,0,11,15,Clean,test
_Reader,0,0.47186147186147187,100,2.3636363636363638,1.0454545454545454,0,11,5,Clean,train
_ReadContext,0,0.0,18,3.6666666666666665,1.0,0,10,8,Clean,train
ProgressColumn,0,0.6666666666666666,39,6.75,2.25,0,10,13,Clean,train
RenderableColumn,0,0.0,14,2.5,1.0,1,9,12,Clean,train
SpinnerColumn,0,0.0,47,11.0,1.6666666666666667,1,9,25,Clean,train
TextColumn,0,0.0,27,11.0,2.5,1,10,12,Clean,train
BarColumn,0,0.0,39,13.0,2.0,1,10,13,Clean,test
TimeElapsedColumn,0,0.0,9,6.0,3.0,1,2,0,Clean,train
TaskProgressColumn,0,0.6666666666666666,69,16.666666666666668,3.3333333333333335,2,10,12,Clean,train
TimeRemainingColumn,0,0.0,45,16.0,4.5,1,10,12,Clean,train
FileSizeColumn,0,0.0,6,3.0,1.0,1,2,0,Clean,train
TotalFileSizeColumn,0,0.0,6,3.0,2.0,1,2,0,Clean,train
MofNCompleteColumn,0,0.0,24,5.0,1.5,1,9,12,Clean,train
DownloadColumn,0,0.0,46,18.5,3.0,1,9,12,Clean,train
TransferSpeedColumn,0,0.0,9,6.0,3.0,1,2,0,Clean,test
ProgressSample,0,0.0,6,0.0,0.0,0,1,0,Clean,train
Task,0,0.8333333333333334,122,5.777777777777778,2.111111111111111,0,4,0,Clean,test
Progress,8,0.7321937321937322,590,19.56,3.4,0,11,11,God Class,train
ProgressBar,0,0.5,189,19.75,4.875,0,0,0,Long Method,train
PromptError,0,0.0,1,0.0,0.0,0,0,0,Clean,train
InvalidResponse,0,0.0,12,1.0,1.0,1,2,0,Clean,train
PromptBase,1,0.9010989010989011,271,18.4,2.7,0,0,3,Clean,train
Prompt,0,0.0,9,0.0,0.0,0,0,0,Clean,train
IntPrompt,0,0.0,9,0.0,0.0,0,0,0,Clean,train
FloatPrompt,0,0.0,9,0.0,0.0,0,0,0,Clean,train
Confirm,1,0.0,23,4.0,2.0,0,1,1,Clean,test
Region,0,0.0,6,0.0,0.0,0,0,0,Clean,test
ReprError,0,0.0,1,0.0,0.0,0,0,0,Clean,test
Rule,0,0.4,102,16.6,3.2,0,0,0,Clean,test
Screen,0,0.0,36,12.0,3.5,0,0,0,Clean,train
ControlType,0,0.0,18,0.0,0.0,0,0,0,Clean,train
Segment,0,0.9891304347826086,635,22.916666666666668,4.375,0,2,0,God Class,train
Segments,0,0.0,22,5.5,2.0,0,0,1,Clean,train
SegmentLines,0,0.0,22,9.5,2.5,0,0,1,Clean,test
Spinner,0,0.7,101,16.0,3.2,0,0,0,Clean,train
Status,0,0.6111111111111112,95,7.222222222222222,1.4444444444444444,0,0,0,Clean,train
_Bit,0,0.0,11,2.0,1.5,0,0,0,Clean,train
Style,0,0.8428030303030303,719,16.0,5.696969696969697,0,0,0,God Class,train
StyleStack,0,0.0,31,3.4,1.0,0,0,0,Clean,train
Styled,0,0.0,23,3.6666666666666665,1.0,0,0,0,Clean,test
SyntaxTheme,0,1.0,11,2.0,1.0,0,1,0,Clean,test
PygmentsSyntaxTheme,0,0.3333333333333333,39,10.666666666666666,3.0,1,1,0,Clean,train
ANSISyntaxTheme,0,0.3333333333333333,30,7.666666666666667,2.0,1,1,0,Clean,train
_SyntaxHighlightRange,0,0.0,10,0.0,0.0,0,1,0,Clean,test
PaddingProperty,0,1.0,8,1.5,1.0,0,0,0,Clean,train
Syntax,3,0.7058823529411765,598,29.555555555555557,5.055555555555555,0,0,9,God Class,train
Column,0,1.0,89,2.0,1.0,0,1,0,Clean,train
Row,0,0.0,7,0.0,0.0,0,1,0,Clean,train
_Cell,0,0.0,8,0.0,0.0,0,1,0,Clean,train
Table,3,0.6578947368421053,782,38.72222222222222,8.5,0,0,3,Long Method,train
TerminalTheme,0,0.0,20,9.0,2.0,0,0,0,Clean,train
Span,0,0.8,68,8.0,1.6666666666666667,0,1,0,Clean,test
Text,1,0.5569023569023569,1217,20.132075471698112,3.69811320754717,0,0,4,Long Method,test
Theme,0,0.8333333333333334,67,12.0,1.75,0,0,0,Feature Envy,train
ThemeStackError,0,0.0,1,0.0,0.0,0,1,0,Clean,test
ThemeStack,1,0.0,30,6.333333333333333,1.6666666666666667,0,0,1,Clean,train
Frame,0,0.0,6,0.0,0.0,0,1,0,Clean,train
_SyntaxError,0,0.0,6,0.0,0.0,0,1,0,Clean,train
Stack,0,0.0,8,0.0,0.0,0,1,0,Clean,train
Trace,0,0.0,1,0.0,0.0,0,1,0,Clean,train
PathHighlighter,0,0.0,1,0.0,0.0,0,1,0,Clean,train
Traceback,5,0.8571428571428571,633,83.28571428571429,13.0,0,0,5,Long Method,test
Tree,0,0.5,187,39.5,9.0,0,0,0,Long Method,train
Inspect,0,0.8,216,31.666666666666668,7.833333333333333,0,0,0,Long Method,train
LogRender,0,0.0,72,34.5,9.0,0,0,0,Long Method,train
NullFile,0,1.0,61,1.263157894736842,1.0,0,0,0,Clean,train
Edge,0,0.0,5,0.0,0.0,0,0,0,Clean,train
Stack,0,1.0,10,2.0,1.0,0,0,0,Clean,train
LegacyWindowsError,0,0.0,1,0.0,0.0,0,0,0,Clean,train
WindowsCoordinates,0,0.0,21,10.0,1.0,0,1,0,Clean,train
CONSOLE_SCREEN_BUFFER_INFO,0,0.0,7,0.0,0.0,0,0,0,Clean,train
CONSOLE_CURSOR_INFO,0,0.0,1,0.0,0.0,0,1,0,Clean,train
LegacyWindowsTerm,2,0.21568627450980393,241,9.666666666666666,1.6111111111111112,0,0,2,Clean,train
WindowsConsoleFeatures,0,0.0,6,0.0,0.0,0,0,0,Clean,train
ColorBox,0,1.0,18,7.5,2.0,0,0,0,Feature Envy,train
ScheduleError,0,0.0,3,0.0,0.0,0,1,0,Clean,train
ScheduleValueError,0,0.0,3,0.0,0.0,1,1,0,Clean,train
IntervalError,0,0.0,3,0.0,0.0,2,1,0,Clean,train
CancelJob,0,0.0,5,0.0,0.0,0,0,0,Clean,train
Scheduler,1,0.5333333333333333,127,9.9,2.0,0,0,2,Clean,train
Job,3,0.6060606060606061,621,15.787878787878787,3.393939393939394,0,1,3,Long Method,test
