class_name,cbo,lcom,class_length,avg_method_length,avg_cyclomatic_complexity,dit,fan_in,fan_out,label,split
EntryTrackback,0,1.0,64,12.5,2.5,0,0,0,Feature Envy,train
PickleBackend,0,0.0,50,23.0,2.5,0,0,0,Clean,test
BaseRedisRouter,0,1.0,16,1.75,1.25,0,2,2,Clean,train
RedisCRC32HashRouter,0,0.0,13,4.0,1.5,1,2,2,Clean,train
RedisConsistentHashRouter,0,0.0,11,3.0,1.5,1,2,2,Clean,train
Singleton,0,0.0,6,3.0,2.0,0,0,0,Clean,train
FileHistory,0,0.8428030303030303,559,14.727272727272727,4.0,0,4,1,God Class,train
OpenRecentlyClosedFileEvent,1,1.0,11,1.0,1.0,0,0,2,Clean,train
CleanupFileHistoryCommand,1,0.0,2,1.0,1.0,0,0,2,Clean,train
ResetFileHistoryCommand,1,0.0,2,1.0,1.0,0,0,2,Clean,train
OpenRecentlyClosedFileCommand,1,0.7777777777777778,196,17.2,4.6,0,2,10,Long Method,train
OpenRecentlyCloseFileCommandContextHandler,0,0.0,13,11.0,4.0,0,0,1,Clean,train
BBCgoodfoodMixin,0,1.0,81,37.0,4.5,0,0,0,Long Method,train
BBCgoodfoodcrawlSpider,0,0.0,13,0.0,0.0,0,0,0,Clean,train
FormattersSingleton,0,0.5238095238095238,40,3.142857142857143,1.5714285714285714,0,0,0,Clean,train
Formatter,0,1.0,20,2.75,1.0,0,6,0,Clean,train
JSONFormatter,0,1.0,16,2.0,1.6666666666666667,1,5,12,Clean,test
JSONPFormatter,0,1.0,18,2.6666666666666665,2.0,1,5,6,Clean,test
ValueFormatter,0,1.0,16,2.0,1.6666666666666667,1,5,12,Clean,train
PickleFormatter,0,1.0,24,2.6666666666666665,2.0,1,5,12,Clean,train
XMLFormatter,0,1.0,13,2.0,1.6666666666666667,1,5,12,Clean,test
YAMLFormatter,0,1.0,13,2.0,1.6666666666666667,1,5,12,Clean,train
Vector,0,0.7307692307692307,63,2.5384615384615383,1.3846153846153846,0,0,0,Clean,test
Mock,0,1.0,37,1.0,1.0,0,0,0,Clean,train
ResourceController,0,1.0,17,2.6666666666666665,1.6666666666666667,0,0,0,Clean,train
ExpedientPermission,0,0.0,47,2.0,1.0,0,0,0,Clean,train
ObjectPermission,0,0.0,93,26.5,4.0,0,1,0,Clean,train
Permittee,0,0.0,26,1.0,1.0,0,0,0,Clean,test
PermissionOwnership,0,0.0,26,3.0,1.0,0,0,0,Clean,train
PermissionRequest,0,1.0,33,3.0,1.0,0,0,1,Clean,train
SfaFault,0,0.0,4,3.0,2.0,0,41,41,Clean,train
OCFSfaPermissionDenied,0,0.0,4,3.0,1.0,1,41,41,Clean,train
OCFSfaError,0,0.0,4,3.0,1.0,1,41,41,Clean,train
SfaInvalidAPIMethod,0,0.0,5,4.0,2.0,1,41,41,Clean,test
SfaInvalidArgumentCount,0,0.0,8,7.0,2.0,1,41,41,Clean,train
SfaInvalidArgument,0,0.0,6,5.0,2.0,1,41,41,Clean,train
SfaAuthenticationFailure,0,0.0,3,2.0,1.0,1,41,41,Clean,test
SfaDBError,0,0.0,3,2.0,1.0,1,41,41,Clean,train
SfaPermissionDenied,0,0.0,3,2.0,1.0,1,41,41,Clean,test
SfaNotImplemented,0,0.0,5,4.0,2.0,1,41,41,Clean,train
SfaAPIError,0,0.0,3,2.0,1.0,1,41,41,Clean,train
MalformedHrnException,0,0.0,6,2.0,1.0,1,41,41,Clean,train
TreeException,0,0.0,6,2.0,1.0,1,41,41,Clean,train
NonExistingRecord,0,0.0,6,2.0,1.0,1,41,41,Clean,test
ExistingRecord,0,0.0,6,2.0,1.0,1,41,41,Clean,train
InvalidRPCParams,0,0.0,6,2.0,1.0,1,41,41,Clean,train
ConnectionKeyGIDMismatch,0,0.0,6,2.0,1.0,1,41,41,Clean,test
MissingCallerGID,0,0.0,6,2.0,1.0,1,41,41,Clean,train
RecordNotFound,0,0.0,6,2.0,1.0,1,41,41,Clean,train
UnknownSfaType,0,0.0,6,2.0,1.0,1,41,41,Clean,train
MissingAuthority,0,0.0,6,2.0,1.0,1,41,41,Clean,train
PlanetLabRecordDoesNotExist,0,0.0,6,2.0,1.0,1,41,41,Clean,train
PermissionError,0,0.0,6,2.0,1.0,1,41,41,Clean,train
InsufficientRights,0,0.0,6,2.0,1.0,1,41,41,Clean,train
MissingDelegateBit,0,0.0,6,2.0,1.0,1,41,41,Clean,test
ChildRightsNotSubsetOfParent,0,0.0,6,2.0,1.0,1,41,41,Clean,train
CertMissingParent,0,0.0,6,2.0,1.0,1,41,41,Clean,train
CertNotSignedByParent,0,0.0,6,2.0,1.0,1,41,41,Clean,train
GidParentHrn,0,0.0,6,2.0,1.0,1,41,41,Clean,train
GidInvalidParentHrn,0,0.0,6,2.0,1.0,1,41,41,Clean,test
SliverDoesNotExist,0,0.0,6,2.0,1.0,1,41,41,Clean,train
BadRequestHash,0,0.0,3,2.0,1.0,0,41,41,Clean,train
MissingTrustedRoots,0,0.0,6,2.0,1.0,1,41,41,Clean,train
MissingSfaInfo,0,0.0,6,2.0,1.0,1,41,41,Clean,train
InvalidRSpec,0,0.0,6,2.0,1.0,1,41,41,Clean,train
InvalidRSpecVersion,0,0.0,6,2.0,1.0,1,41,41,Clean,test
UnsupportedRSpecVersion,0,0.0,6,2.0,1.0,1,41,41,Clean,test
InvalidRSpecElement,0,0.0,6,2.0,1.0,1,41,41,Clean,train
InvalidXML,0,0.0,6,2.0,1.0,1,41,41,Clean,train
AccountNotEnabled,0,1.0,5,1.5,1.0,1,41,41,Clean,train
CredentialNotVerifiable,0,0.0,6,2.0,1.0,1,41,41,Clean,train
CertExpired,0,0.0,4,3.0,1.0,1,41,41,Clean,train
Migration,0,1.0,41,7.0,1.0,0,0,0,Clean,train
Migration,0,1.0,80,7.5,3.0,0,0,0,Feature Envy,train
Migration,0,1.0,365,54.0,1.0,0,0,0,Long Method,train
Migration,0,1.0,387,7.0,1.0,0,0,0,Clean,train
Migration,0,1.0,337,2.0,1.0,0,0,0,Clean,train
Migration,0,1.0,112,3.0,1.0,0,0,0,Clean,train
Migration,0,1.0,120,1.0,1.0,0,0,0,Clean,test
SMARTAlert,0,0.0,34,30.0,9.0,0,0,0,Feature Envy,train
Migration,0,1.0,215,14.5,3.0,0,0,0,Clean,train
Migration,0,1.0,163,5.5,3.0,0,0,0,Clean,train
LogisticRegression,0,0.8333333333333334,205,13.76923076923077,2.1538461538461537,0,2,12,God Class,test
BinaryClassifier,0,1.0,93,5.153846153846154,1.2307692307692308,1,2,22,Clean,train
MultiClassifier,0,0.8970588235294118,297,15.058823529411764,3.235294117647059,1,2,18,God Class,test
AdminUserListAPI,0,1.0,22,8.5,2.0,0,1,0,Clean,train
AdminUserAPI,0,1.0,14,4.5,2.0,0,0,1,Clean,train
RowParser,0,1.0,19,1.0,1.0,0,1,0,Clean,train
RowFilter,0,0.0,6,1.0,1.0,0,1,0,Clean,train
DateRangeFilter,0,0.0,10,3.5,3.0,1,2,0,Clean,train
BaseFeed,0,0.0,19,4.666666666666667,2.3333333333333335,0,1,11,Clean,train
BasicRowParser,0,0.6,30,4.2,1.8,1,2,0,Clean,train
Feed,2,0.8333333333333334,40,3.25,1.25,1,1,8,Clean,train
Session,0,0.6666666666666666,18,4.0,1.3333333333333333,0,0,0,Clean,test
Gears,0,0.9487179487179487,106,5.923076923076923,2.076923076923077,0,0,0,Clean,test
MScale,0,1.0,109,50.0,10.0,0,0,0,Long Method,train
ProjectMemberIndexEndpoint,0,0.0,13,12.0,1.0,0,0,0,Clean,test
AuthView,0,0.0,14,5.0,1.0,0,0,0,Clean,train
ConfigureView,0,0.0,5,1.0,1.0,0,0,0,Clean,train
Migration,0,1.0,404,7.0,1.0,0,0,0,Clean,train
BrokenRequestMiddleware,0,0.0,2,1.0,1.0,0,0,0,Clean,train
BrokenResponseMiddleware,0,0.0,2,1.0,1.0,0,0,0,Clean,train
BrokenViewMiddleware,0,0.0,2,1.0,1.0,0,0,0,Clean,train
SudoMiddleware,0,0.0,2,1.0,1.0,0,0,0,Clean,train
UserService,0,0.0,1,0.0,0.0,0,0,0,Clean,train
BackupInfo,0,0.0,45,1.0,1.0,0,0,0,Clean,train
Snapshot,0,0.0,10,1.0,1.0,1,0,0,Clean,train
LogConfiguration,0,0.0,30,1.0,1.0,0,0,0,Clean,test
Migration,0,1.0,63,8.0,1.0,0,0,0,Clean,train
HostAttrInline,0,0.0,6,1.0,1.0,0,0,0,Clean,train
HostAttrNfsaasInline,0,0.0,6,1.0,1.0,0,0,0,Clean,train
HostAdmin,0,0.0,15,1.0,1.0,0,0,0,Clean,train
Migration,0,1.0,110,3.0,1.0,0,0,0,Clean,train
SwitchMaster,0,1.0,130,41.333333333333336,6.333333333333333,0,0,0,Clean,train
StartTDAgent,0,1.0,72,22.0,3.6666666666666665,0,0,0,Clean,test
StopTDAgent,0,1.0,49,14.333333333333334,2.6666666666666665,0,0,0,Clean,test
StopDatabase,0,1.0,55,16.333333333333332,3.0,0,0,0,Clean,train
SpecItem,0,0.0,2,1.0,1.0,0,6,0,Clean,test
NamedItem,0,0.0,3,2.0,1.0,1,5,9,Clean,train
APISpecification,0,0.0,8,2.5,1.0,1,6,0,Clean,train
Path,0,0.0,4,3.0,1.0,2,5,9,Clean,train
Resource,0,0.0,9,3.0,1.5,2,5,9,Clean,test
Param,0,0.0,7,6.0,1.0,2,5,9,Data Class,test
Method,0,0.0,4,3.0,1.0,2,5,9,Clean,train
APIError,0,0.0,3,2.0,1.0,1,5,9,Clean,train
DocumentationHelpers,0,0.0,4,2.0,1.0,0,2,0,Clean,train
SwaggerSpecification,0,0.8571428571428571,66,6.25,2.0,0,6,1,Clean,train
WADLSpecification,0,0.2857142857142857,36,3.142857142857143,1.1428571428571428,0,6,1,Clean,test
Rectangle,0,0.4,51,7.4,1.8,0,0,0,Clean,test
DatabaseWrapper,0,0.0,5,4.0,1.0,0,0,0,Clean,train
_ConnDialect,0,1.0,18,1.0,1.0,0,2,3,Clean,train
Pool,1,0.9358974358974359,283,19.307692307692307,2.5384615384615383,0,7,11,God Class,train
_ConnectionRecord,1,0.4444444444444444,165,11.88888888888889,2.7777777777777777,0,9,13,Clean,train
_ConnectionFairy,0,0.5512820512820513,212,10.23076923076923,2.5384615384615383,0,9,12,Clean,train
SingletonThreadPool,0,0.38095238095238093,76,6.571428571428571,2.0,1,5,13,Clean,train
QueuePool,0,0.3181818181818182,149,9.833333333333334,2.0833333333333335,1,5,23,Clean,train
NullPool,0,1.0,39,2.8,1.0,1,4,7,Clean,test
StaticPool,1,0.9642857142857143,45,2.25,1.125,1,7,6,Clean,train
AssertionPool,0,0.6,59,5.5,2.0,1,5,13,Clean,train
_DBProxy,0,0.7142857142857143,88,8.125,1.625,0,7,3,Clean,train
CiscoXR,0,0.0,24,17.0,2.0,0,0,0,Clean,test
CiscoXrDevice,0,1.0,21,6.5,2.5,0,0,0,Clean,train
VolumeTypes,0,0.0,28,25.0,8.0,0,0,0,Clean,train
Error,0,0.0,1,0.0,0.0,0,0,0,Clean,train
Configuration,0,0.6428571428571429,30,1.875,1.125,0,0,0,Data Class,train
NotificationCount,0,0.0,17,14.0,3.0,0,0,1,Clean,train
NotificationBar,0,0.0,43,4.0,1.0,0,2,2,Clean,train
UpdateSettingsFlow,0,0.0,13,5.0,1.0,0,0,0,Clean,train
UserSettingsDialog,0,1.0,42,8.0,1.3333333333333333,0,3,2,Clean,train
ResetUserNotifications,0,0.0,10,3.0,1.0,0,0,0,Clean,train
ViewNotifications,0,1.0,111,23.75,5.5,0,2,2,Feature Envy,train
Error,0,0.0,1,0.0,0.0,0,0,0,Clean,train
ErrorInvalidClientApprovalAuthorization,0,0.0,1,0.0,0.0,1,1,0,Clean,train
ErrorInvalidApprovers,0,0.0,1,0.0,0.0,1,0,0,Clean,train
ErrorInvalidApprovalSpec,0,0.0,1,0.0,0.0,1,0,0,Clean,test
ClientApprovalAuthorization,1,1.0,41,2.75,2.0,0,0,1,Clean,train
ClientApprovalAuthorizationManager,0,0.5,67,14.25,3.75,0,1,0,Clean,train
ClientApprovalAuthorizationInit,1,0.0,4,2.0,1.0,0,0,1,Clean,train
Netstat,0,0.6666666666666666,39,8.666666666666666,1.6666666666666667,0,0,0,Clean,train
HuntRunnerArgs,0,0.0,8,5.0,3.0,0,2,0,Clean,train
UrnCollection,0,0.0,1,0.0,0.0,0,0,0,Clean,train
HuntErrorCollection,0,0.0,1,0.0,0.0,0,0,0,Clean,train
PluginStatusCollection,0,0.0,1,0.0,0.0,0,0,0,Clean,train
HuntRunner,1,0.47619047619047616,417,17.142857142857142,2.2857142857142856,0,1,6,Long Method,train
GRRHunt,1,0.85,528,9.658536585365853,1.975609756097561,0,1,6,God Class,train
HuntInitHook,0,0.0,4,2.0,1.0,0,0,0,Clean,test
PlistRequest,0,0.0,1,0.0,0.0,0,0,0,Clean,train
FilterString,0,0.0,13,5.0,2.0,0,0,0,Clean,train
PlistQuery,0,0.0,1,0.0,0.0,1,0,0,Clean,train
LaunchdPlist,0,0.0,1,0.0,0.0,0,0,0,Clean,train
LaunchdKeepAlive,0,0.0,1,0.0,0.0,0,0,0,Clean,train
LaunchdStartCalendarIntervalEntry,0,0.0,1,0.0,0.0,0,0,0,Clean,test
PlistBoolDictEntry,0,0.0,1,0.0,0.0,0,0,0,Clean,train
PlistStringDictEntry,0,0.0,1,0.0,0.0,0,0,0,Clean,train
Error,0,0.0,1,0.0,0.0,0,0,0,Clean,test
DuplicateNameException,0,0.0,1,0.0,0.0,1,3,0,Clean,train
UnknownNameException,0,0.0,1,0.0,0.0,1,3,0,Clean,train
Schema,3,0.6666666666666666,81,4.7,1.9,0,3,10,Clean,train
Database,3,0.35714285714285715,69,6.25,2.25,0,3,8,Clean,train
Table,3,0.6043956043956044,122,6.357142857142857,1.7142857142857142,0,3,9,Clean,train
Column,0,0.5,20,2.75,1.25,0,3,3,Clean,train
ParsingState,0,0.0,4,2.0,1.0,0,0,0,Clean,train
AdminPanic,0,1.0,53,24.0,5.5,0,0,0,Clean,train
PackageInfo,0,0.0,30,28.0,5.0,0,0,0,Clean,train
AuthSessionCleanup,0,0.0,6,3.0,1.0,0,2,0,Clean,train
MarkComputersInactive,0,0.0,6,3.0,1.0,0,2,0,Clean,test
UpdateAverageInstallDurations,0,0.0,41,38.0,8.0,0,1,3,Clean,train
VerifyPackages,0,0.0,39,36.0,11.0,0,1,3,Feature Envy,train
GtfsObjectBase,0,0.8888888888888888,101,4.7,2.6,0,0,0,Clean,train
GoogleOAuth2Client,0,1.0,20,5.5,1.0,0,2,0,Clean,train
GoogleRefreshTokenClient,0,0.0,81,18.333333333333332,1.6666666666666667,1,1,2,Clean,test
GoogleServiceAccountClient,0,0.0,89,23.333333333333332,2.0,1,1,2,Clean,train
ExtensionRegistry,0,0.0,6,3.0,1.0,0,1,0,Clean,test
Extension,0,1.0,86,6.428571428571429,1.2857142857142858,0,1,1,Clean,train
InternationalizationExtension,0,0.8333333333333334,231,22.666666666666668,5.777777777777778,1,0,7,Long Method,train
ExprStmtExtension,0,0.0,9,3.0,1.0,1,1,0,Clean,train
LoopControlExtension,0,0.0,8,4.0,2.0,1,1,0,Clean,train
WithExtension,0,0.0,18,14.0,3.0,1,1,0,Clean,train
AutoEscapeExtension,0,0.0,11,7.0,1.0,1,1,0,Clean,train
_CommentFinder,0,0.0,34,7.666666666666667,3.6666666666666665,0,1,0,Clean,train
RangeIteratorFactory,3,1.0,59,11.5,1.0,0,4,8,Clean,train
RangeIterator,0,1.0,38,4.0,1.0,0,5,0,Clean,train
_PropertyRangeModelIterator,0,0.4,89,14.6,3.4,1,4,9,Clean,train
_MultiPropertyRangeModelIterator,0,0.4,60,9.6,1.6,1,4,9,Clean,train
_KeyRangesIterator,0,0.4,64,10.4,2.2,1,4,9,Clean,train
AbstractKeyRangeIterator,0,0.9,58,8.2,1.8,0,4,12,Clean,train
KeyRangeModelIterator,0,0.0,30,12.5,4.0,1,1,0,Clean,train
KeyRangeEntityIterator,0,0.0,17,5.0,2.5,1,1,0,Clean,train
KeyRangeKeyIterator,0,0.0,3,0.0,0.0,2,0,0,Clean,train
KeyRangeEntityProtoIterator,0,0.0,24,9.5,2.0,1,1,0,Clean,train
ExtractUserAndTimestampDoFn,0,0.0,8,5.0,2.0,0,1,0,Clean,train
ComputeSessions,0,1.0,14,2.5,1.0,0,2,2,Clean,train
TopPerMonth,0,1.0,15,5.0,1.0,0,2,2,Clean,train
SessionsToStringsDoFn,0,0.0,5,2.0,1.0,0,1,0,Clean,test
FormatOutputDoFn,0,0.0,8,5.0,2.0,0,1,0,Clean,train
ComputeTopSessions,5,0.0,15,5.0,1.0,0,2,7,Feature Envy,train
Error,0,0.0,1,0.0,0.0,0,0,0,Clean,train
AppLoadError,0,0.0,2,0.0,0.0,1,0,0,Clean,test
StopHandler,0,0.0,4,2.0,1.0,0,2,0,Clean,train
HealthHandler,0,0.0,17,15.0,4.0,0,1,1,Clean,train
_MockedWsgiHandler,0,0.0,9,1.0,1.0,0,0,0,Clean,train
_StubOut,0,0.0,14,2.3333333333333335,1.3333333333333333,0,0,0,Clean,test
MetaWSGIApp,0,0.9272727272727272,363,29.0,5.7272727272727275,0,0,2,God Class,test
Photo,0,0.0,2,0.0,0.0,0,0,0,Clean,test
Thumbnailer,0,0.0,17,16.0,3.0,0,0,0,Clean,train
ActivityType,0,0.9,34,1.6,1.4,0,0,0,Clean,train
Credentials,0,0.0,6,0.0,0.0,0,0,0,Clean,train
Load_Okapi,0,1.0,66,20.0,1.6666666666666667,0,0,0,Clean,train
WikiTarget,0,0.0,79,14.75,3.0,0,0,0,Clean,train
Sentiment140Plugin,0,0.0,23,22.0,3.0,0,0,0,Clean,train
Migration,0,1.0,965,109.5,1.0,0,0,0,Long Method,train
SfmUiConsumer,0,0.0,119,21.2,3.8,0,0,0,Clean,train
PrefsUi,0,0.6666666666666666,71,22.0,1.0,0,0,0,Clean,train
Migration,0,1.0,84,4.5,1.0,0,0,0,Clean,train
Migration,0,0.0,16,0.0,0.0,0,0,0,Clean,train
ReadStream,0,0.30303030303030304,167,11.75,3.5833333333333335,0,0,0,Clean,train
SalesforceRestClientBase,0,0.9090909090909091,171,13.090909090909092,3.909090909090909,0,0,0,God Class,train
BaseHandler,0,0.0,15,8.0,2.0,0,0,0,Clean,train
ViewHandler,0,0.0,7,4.0,1.0,1,0,0,Clean,test
APIHandler,0,1.0,49,19.5,3.0,1,0,0,Feature Envy,train
UasStateIdle,0,0.0,69,66.0,16.0,0,0,0,Long Method,train
SerialInstrument,0,0.0,13,7.0,1.0,0,0,0,Clean,train
GridToGoServer,1,1.0,21,8.5,1.5,0,1,1,Clean,train
Grid,0,0.3333333333333333,19,4.666666666666667,1.3333333333333333,0,1,1,Clean,train
GTGProtocol,1,0.16666666666666666,163,37.75,8.0,0,2,4,Long Method,train
GTGFactory,1,0.0,26,11.5,2.5,0,1,1,Clean,test
MqttAlarm,0,0.6944444444444444,75,5.777777777777778,1.7777777777777777,0,0,0,Clean,train
Layer,0,0.5,19,1.4,1.0,0,1,0,Clean,test
Box,1,0.3787878787878788,124,8.25,2.75,0,0,1,Clean,train
NetworkTrafficGroupsExplainer,0,1.0,98,17.8,4.6,0,0,0,Feature Envy,train
ServicesExplainer,0,1.0,77,13.6,2.4,0,0,0,Clean,train
Node,0,0.0,62,17.666666666666668,2.6666666666666665,0,0,0,Clean,train
Error,0,0.0,0,0.0,0.0,0,0,0,Clean,test
TimeConstructionError,0,0.0,0,0.0,0.0,1,0,0,Clean,train
Migration,0,1.0,142,26.0,1.0,0,0,0,Clean,train
KayNullTranslations,0,1.0,14,2.0,1.0,0,0,1,Clean,train
_TranslationProxy,0,0.3446153846153846,93,1.2307692307692308,1.0769230769230769,0,1,0,Clean,train
TrackingMeta,0,0.0,70,64.0,16.0,0,0,0,Long Method,train
Form,0,0.8095238095238095,606,23.285714285714285,4.285714285714286,0,0,0,God Class,train
RequestValidator,0,1.0,452,18.545454545454547,1.0,0,0,0,God Class,test
base16_ocean_light,0,0.0,90,0.0,0.0,0,0,0,Clean,train
Pilot,0,0.9428571428571428,167,9.0,1.5333333333333334,0,0,0,God Class,train
CachingTestNode,0,0.8333333333333334,32,6.0,1.25,0,0,0,Clean,train
IIIFImageBase,0,0.0,13,10.0,1.0,0,2,0,Clean,train
IIIFImageInfo,0,0.0,41,33.0,2.0,0,1,2,Feature Envy,train
IIIFImageAPI,0,0.0,96,71.0,2.0,0,1,2,Feature Envy,train
FileHandler,0,0.25,123,13.0,2.5,0,0,0,Clean,test
Command,0,0.0,4,0.0,0.0,0,0,0,Clean,test
Command,0,0.0,5,1.0,1.0,0,0,0,Clean,train
MessageFuture,0,0.0,16,6.0,2.0,0,0,0,Clean,train
RemoteFunction,0,0.0,31,3.5,1.5,0,1,0,Clean,train
ParallelFunction,0,0.3333333333333333,150,35.666666666666664,8.333333333333334,1,0,1,Long Method,test
HTTPConnectClient,0,0.6190476190476191,64,6.142857142857143,1.8571428571428572,0,1,1,Clean,train
HTTPConnectClientFactory,1,0.0,25,2.0,1.0,0,2,1,Clean,test
HTTPConnectClientEndpoint,1,0.0,16,4.0,1.0,0,0,1,Clean,train
ScraperHandler,0,0.0,49,21.5,2.5,0,0,0,Clean,train
be_above_or_equal,0,0.0,5,1.0,1.0,0,0,0,Clean,train
above_or_equal,0,0.0,1,0.0,0.0,1,0,0,Clean,train
_be_empty,0,0.0,9,8.0,3.0,0,0,0,Clean,train
StockOption,0,0.0,21,19.0,1.0,0,0,0,Data Class,train
MeasurementInterface,0,0.9473684210526315,219,8.65,2.0,0,0,1,God Class,train
DefaultMeasurementInterface,0,0.0,2,1.0,1.0,1,1,0,Clean,train
AwesomeStatusBarApp,0,1.0,15,1.25,1.0,0,0,0,Clean,train
BuildOutputMonitor,0,0.7,27,3.4,1.8,0,3,7,Clean,train
OutputParser,0,0.0,3,1.0,1.0,0,1,2,Clean,train
AbstractErrorParser,0,0.3333333333333333,22,3.5,1.0,1,5,0,Clean,train
ErrorParser,0,1.0,34,4.6,2.2,2,3,10,Clean,train
MultilineTestFailureParser,0,1.0,35,3.8,2.0,2,3,10,Clean,train
FinishedParser,0,0.6666666666666666,11,1.3333333333333333,1.3333333333333333,1,5,1,Clean,train
Migration,0,1.0,117,15.0,1.0,0,0,0,Clean,train
LuceeEventListener,0,1.0,48,7.2,2.6,0,0,0,Clean,train
LuceeDocsCommand,0,0.0,15,13.0,5.0,0,0,0,Clean,train
CloseLuceeTagCommand,0,0.0,10,8.0,2.0,0,0,0,Clean,train
LuceeDefaultPackageSettingsCommand,0,0.0,3,1.0,1.0,0,0,0,Clean,train
LSystem,0,0.8,49,6.166666666666667,2.3333333333333335,0,0,0,Clean,train
Data_Append,0,0.0,64,25.0,2.5,0,0,0,Clean,train
Context,0,0.25,46,3.625,1.875,0,0,0,Clean,train
Markup,0,0.0,7,1.0,1.0,0,0,0,Clean,test
DistributionStorage,0,0.5357142857142857,82,7.875,1.875,0,0,0,Clean,train
IndexMatrix,0,0.6705263157894736,1020,11.243243243243244,2.9054054054054053,0,0,0,God Class,test
EmailBackend,0,0.0,14,10.0,3.0,0,0,0,Clean,train
Migration,0,0.0,12,0.0,0.0,0,0,0,Clean,train
AppListener,0,1.0,17,6.5,3.5,0,0,0,Clean,train
SublimeRjsOpen1Command,0,0.0,3,2.0,1.0,0,0,0,Clean,train
SublimeRjsOpen2Command,0,0.0,3,2.0,1.0,0,0,0,Clean,train
SublimeRjsOpen3Command,0,0.0,3,2.0,1.0,0,0,0,Clean,train
SublimeRjsCommand,0,0.0,15,14.0,3.0,0,0,0,Clean,train
AddSublimeRjsCommand,0,0.0,6,5.0,1.0,0,0,0,Clean,train
Drawing,0,0.9972862957937585,1078,13.746268656716419,1.9402985074626866,0,0,0,God Class,train
MuPADLexer,0,0.0,68,0.0,0.0,0,0,0,Clean,train
MatlabLexer,0,0.0,92,0.0,0.0,0,1,0,Clean,train
MatlabSessionLexer,1,0.0,46,36.0,8.0,0,1,2,Clean,train
NumPyLexer,0,0.0,87,6.0,4.0,0,1,1,Clean,train
SLexer,0,0.0,67,0.0,0.0,0,0,0,Clean,test
LatestPosts,0,1.0,16,1.3333333333333333,1.0,0,0,0,Clean,train
FieldTypeGuesser,0,0.0,36,16.0,10.5,0,1,0,Clean,train
ModelPopulator,1,0.3333333333333333,63,19.333333333333332,5.0,0,1,2,Clean,train
Populator,1,0.0,66,14.25,2.75,0,0,3,Clean,train
ImagePropertyMixin,0,1.0,18,5.5,2.5,0,0,0,Clean,train
TransparentMixin,0,0.0,24,14.0,6.0,0,0,0,Clean,train
CachedHyperlinkedIdentityField,0,0.0,20,9.0,2.0,0,1,1,Clean,test
MarkdownField,0,1.0,7,1.0,1.0,0,1,1,Clean,train
Command,0,0.0,87,36.0,9.0,0,0,0,Clean,train
SwapBrackets,0,0.0,8,7.0,2.0,0,1,0,Clean,train
SwapBracketsCommand,1,0.3333333333333333,38,11.0,2.6666666666666665,0,0,2,Clean,train
OpenFileSettingsCommand,0,0.0,8,2.5,1.0,0,0,0,Clean,train
TerminalPlugin,0,0.0,75,11.6,3.4,0,0,0,Clean,train
DependencyAnalysis,0,0.0,17,6.5,4.0,0,0,0,Clean,train
Autocomplete,0,1.0,145,10.88888888888889,3.111111111111111,0,0,0,Feature Envy,train
Custom404,0,0.0,3,1.0,1.0,0,0,0,Clean,train
IndexHandler,0,0.0,3,1.0,1.0,0,0,0,Clean,test
FAQHandler,0,0.0,3,1.0,1.0,0,0,0,Clean,train
CreateHandler,0,1.0,21,6.0,1.5,0,0,0,Clean,train
URLHandler,0,0.0,59,55.0,8.0,0,0,0,Feature Envy,train
UploadForm,0,0.0,3,0.0,0.0,0,0,0,Clean,train
Migration,0,0.0,43,0.0,0.0,0,0,0,Clean,train
Migration,0,1.0,65,3.0,1.0,0,0,0,Clean,train
HostBy1Service,0,0.0,25,23.0,3.0,0,0,0,Clean,train
networkParser,0,0.5,46,9.0,1.5,0,0,0,Clean,train
StandardMetropolis,0,0.5,30,4.5,1.5,0,0,0,Clean,train
GitBlameCommand,0,0.8333333333333334,39,8.0,2.0,0,0,1,Clean,train
GitLog,0,0.9333333333333333,41,5.0,1.3333333333333333,0,1,1,Clean,train
GitLogCommand,0,0.0,1,0.0,0.0,1,0,0,Clean,train
GitLogAllCommand,0,0.0,1,0.0,0.0,1,0,0,Clean,train
GitShow,0,0.8333333333333334,26,4.75,1.25,0,0,0,Clean,train
GitShowCommand,0,0.0,1,0.0,0.0,1,0,0,Clean,train
GitShowAllCommand,0,0.0,1,0.0,0.0,1,0,0,Clean,test
GitGraph,0,1.0,9,3.0,1.5,0,0,0,Clean,train
GitGraphCommand,0,0.0,1,0.0,0.0,1,0,0,Clean,train
GitGraphAllCommand,0,0.0,1,0.0,0.0,1,0,0,Clean,train
GitOpenFileCommand,0,0.6666666666666666,41,4.0,1.2857142857142858,1,1,1,Clean,test
GitDocumentCommand,0,1.0,29,8.0,2.3333333333333335,1,1,0,Feature Envy,train
GitGotoCommit,0,1.0,15,3.3333333333333335,1.6666666666666667,0,0,0,Clean,train
GitBranchStatusListener,0,1.0,5,1.0,1.0,0,0,0,Clean,train
GitBranchStatusCommand,0,0.8333333333333334,49,10.5,4.0,0,0,0,Clean,train
LayoutChangeException,0,0.0,1,0.0,0.0,0,0,0,Clean,train
LayoutSelectionBehavior,0,0.8611111111111112,122,7.333333333333333,1.8888888888888888,0,1,3,Clean,train
RecycleLayoutManagerBehavior,0,0.8076923076923077,103,4.6923076923076925,1.6923076923076923,0,1,1,Clean,train
FreetypeRecipe,0,0.0,25,18.0,1.0,0,0,0,Clean,test
