class_name,cbo,lcom,class_length,avg_method_length,avg_cyclomatic_complexity,dit,fan_in,fan_out,atfd,fdp,fdp_concentration,label,split
AbstractBenefit,0,0.7058823529411765,280,11.529411764705882,3.176470588235294,1,1,1,6,5,0.3333,God Class,train
AbstractCondition,0,0.8909090909090909,144,8.090909090909092,2.5454545454545454,1,1,1,5,4,0.4,God Class,train
AbstractRange,0,0.8181818181818182,260,14.083333333333334,2.8333333333333335,0,5,1,8,6,0.25,God Class,train
AbstractRangeProduct,0,0.0,14,0.0,0.0,0,0,0,0,0,0.0,Clean,train
AbstractRangeProductFileUpload,0,0.7,116,11.6,2.2,0,0,3,4,3,0.5,Clean,test
Meta,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,6,0.0,0.0,0,0,0,0,0,0.0,Clean,test
Meta,0,0.0,5,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,5,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,6,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,4,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,6,0.0,0.0,0,0,0,0,0,0.0,Clean,train
ConditionAdmin,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,test
BenefitAdmin,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
ConditionalOfferAdmin,0,0.0,31,0.0,0.0,0,0,0,0,0,0.0,Clean,train
OfferApplicationError,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Applicator,0,1.0,97,12.714285714285714,2.4285714285714284,0,0,0,17,8,0.2353,Clean,train
OfferConfig,0,0.0,20,5.5,1.0,0,0,0,0,0,0.0,Clean,train
PercentageDiscountBenefit,0,0.0,72,18.0,3.0,0,0,0,3,2,0.6667,Clean,test
AbsoluteDiscountBenefit,0,0.0,88,23.666666666666668,3.3333333333333335,0,0,0,2,2,0.5,Clean,train
FixedUnitDiscountBenefit,0,1.0,48,18.0,2.5,1,0,0,1,1,1.0,Clean,test
FixedPriceBenefit,0,0.0,71,24.5,5.0,0,0,0,4,3,0.5,Clean,train
MultibuyDiscountBenefit,0,0.6666666666666666,33,6.666666666666667,1.6666666666666667,0,0,0,2,2,0.5,Clean,train
ShippingBenefit,0,0.0,8,3.0,1.0,0,0,0,1,1,1.0,Clean,train
ShippingAbsoluteDiscountBenefit,0,0.0,15,2.0,1.0,1,0,0,0,0,0.0,Clean,train
ShippingFixedPriceBenefit,0,0.0,17,3.0,1.5,1,0,0,0,0,0.0,Clean,train
ShippingPercentageDiscountBenefit,0,0.0,16,2.5,1.0,1,0,0,1,1,1.0,Clean,train
Meta,0,0.0,5,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,5,0.0,0.0,0,0,0,0,0,0.0,Clean,test
Meta,0,0.0,5,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,5,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,5,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,3,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,5,0.0,0.0,0,0,0,0,0,0.0,Clean,test
Meta,0,0.0,5,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,5,0.0,0.0,0,0,0,0,0,0.0,Clean,train
CountCondition,0,0.2857142857142857,90,9.714285714285714,2.5714285714285716,0,0,0,4,2,0.75,Clean,train
CoverageCondition,0,0.25,106,10.375,3.5,0,0,0,6,3,0.6667,Clean,train
ValueCondition,0,0.2857142857142857,101,11.285714285714286,2.7142857142857144,0,0,0,5,2,0.6,Clean,test
Meta,0,0.0,5,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,5,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,5,0.0,0.0,0,0,0,0,0,0.0,Clean,test
ActiveOfferManager,0,0.0,16,11.0,1.0,0,1,1,1,1,1.0,Clean,test
BrowsableRangeManager,0,0.0,7,2.0,1.0,0,1,1,0,0,0.0,Clean,train
ConditionalOffer,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Benefit,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,test
Condition,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Range,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
RangeProduct,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
RangeProductFileUpload,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
RangeQuerySet,0,1.0,86,10.571428571428571,2.0,0,0,0,11,4,0.7273,Feature Envy,train
OfferReportCSVFormatter,0,0.0,12,9.0,2.0,0,0,0,1,1,1.0,Clean,train
OfferReportHTMLFormatter,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
OfferReportGenerator,0,0.0,35,25.0,1.0,0,0,0,3,3,0.3333,Clean,train
OfferApplications,0,0.2,105,7.9,2.3,0,0,0,6,3,0.5,Clean,train
ApplicationResult,0,0.0,24,2.0,1.0,0,0,0,0,0,0.0,Clean,train
BasketDiscount,0,0.0,23,2.75,1.0,1,0,0,0,0,0.0,Clean,test
ShippingDiscount,0,0.0,7,0.0,0.0,1,0,0,0,0,0.0,Clean,train
PostOrderAction,0,0.0,11,2.0,1.0,1,0,0,0,0,0.0,Clean,train
OfferListView,0,0.0,12,7.0,1.0,0,0,0,2,1,1.0,Clean,train
OfferDetailView,0,0.0,27,6.333333333333333,1.3333333333333333,0,1,1,3,2,0.6667,Clean,train
RangeDetailView,0,0.0,22,4.666666666666667,1.0,0,1,1,1,1,1.0,Clean,train
Migration,0,0.0,266,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,14,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,13,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,12,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,18,0.0,0.0,0,0,0,0,0,0.0,Clean,test
Migration,0,0.0,18,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,13,0.0,0.0,0,0,0,0,0,0.0,Clean,test
Migration,0,0.0,18,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,12,0.0,0.0,0,0,0,0,0,0.0,Clean,test
Migration,0,0.0,13,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,13,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,53,0.0,0.0,0,0,0,0,0,0.0,Clean,test
Migration,0,0.0,19,0.0,0.0,0,0,0,0,0,0.0,Clean,train
AbstractOrder,0,0.8931451612903226,368,6.375,1.65625,0,3,3,21,9,0.3333,God Class,train
AbstractOrderNote,0,1.0,47,3.5,1.5,0,0,0,2,2,0.5,Clean,train
AbstractOrderStatusChange,0,0.0,28,8.0,1.0,0,0,0,0,0,0.0,Clean,train
AbstractCommunicationEvent,0,0.0,31,5.0,1.0,0,0,0,0,0,0.0,Clean,test
AbstractLine,0,0.9051383399209486,419,10.608695652173912,2.130434782608696,0,2,4,18,13,0.2222,God Class,train
AbstractLineAttribute,0,0.0,29,2.0,1.0,0,0,0,0,0,0.0,Clean,train
AbstractLinePrice,0,0.0,51,6.0,1.0,0,0,0,0,0,0.0,Data Class,train
AbstractPaymentEventType,0,0.0,19,2.0,1.0,0,0,0,0,0,0.0,Clean,train
AbstractPaymentEvent,0,1.0,51,2.0,1.0,0,0,0,0,0,0.0,Clean,test
PaymentEventQuantity,0,0.0,24,0.0,0.0,0,0,0,0,0,0.0,Clean,train
AbstractShippingEvent,0,1.0,47,3.5,1.0,0,0,0,0,0,0.0,Clean,train
AbstractShippingEventQuantity,0,0.0,45,7.5,2.0,0,3,3,1,1,1.0,Clean,train
AbstractShippingEventType,0,0.0,21,2.0,1.0,0,0,0,0,0,0.0,Clean,train
AbstractOrderDiscount,0,0.7857142857142857,106,4.875,2.25,0,3,2,6,4,0.3333,Clean,test
AbstractOrderLineDiscount,0,0.0,25,0.0,0.0,0,0,0,0,0,0.0,Clean,train
AbstractSurcharge,0,0.0,32,2.0,1.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,6,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,6,0.0,0.0,0,0,0,0,0,0.0,Clean,test
Meta,0,0.0,6,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,6,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,7,0.0,0.0,0,0,0,0,0,0.0,Clean,test
Meta,0,0.0,5,0.0,0.0,0,0,0,0,0,0.0,Clean,test
Meta,0,0.0,6,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,6,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,6,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,5,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,6,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,6,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,6,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,6,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,6,0.0,0.0,0,0,0,0,0,0.0,Clean,test
Meta,0,0.0,6,0.0,0.0,0,0,0,0,0,0.0,Clean,train
LineInline,0,0.0,11,5.0,1.0,0,0,0,0,0,0.0,Clean,train
OrderAdmin,0,0.0,24,0.0,0.0,0,0,0,0,0,0.0,Clean,train
LineAdmin,0,0.0,10,0.0,0.0,0,0,0,0,0,0.0,Clean,train
LinePriceAdmin,0,0.0,4,0.0,0.0,0,0,0,0,0,0.0,Clean,test
ShippingEventTypeAdmin,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
PaymentEventQuantityInline,0,0.0,4,0.0,0.0,0,0,0,0,0,0.0,Clean,train
PaymentEventAdmin,0,0.0,12,0.0,0.0,0,0,0,0,0,0.0,Clean,test
PaymentEventTypeAdmin,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
OrderDiscountAdmin,0,0.0,12,0.0,0.0,0,0,0,0,0,0.0,Clean,train
SurchargeAdmin,0,0.0,3,0.0,0.0,0,0,0,0,0,0.0,Clean,train
OrderNoteAdmin,0,0.0,4,0.0,0.0,0,0,0,0,0,0.0,Clean,train
OrderStatusAdmin,0,0.0,3,0.0,0.0,0,0,0,0,0,0.0,Clean,train
ShippingAddressAdmin,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
ShippingEventAdmin,0,0.0,3,0.0,0.0,0,0,0,0,0,0.0,Clean,train
LineAttributeAdmin,0,0.0,4,0.0,0.0,0,0,0,0,0,0.0,Clean,train
CommunicationEventAdmin,0,0.0,4,0.0,0.0,0,0,0,0,0,0.0,Clean,train
BillingAddressAdmin,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
OrderConfig,0,0.0,4,0.0,0.0,0,0,0,0,0,0.0,Clean,train
InvalidStatus,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
InvalidOrderStatus,0,0.0,2,0.0,0.0,1,0,0,0,0,0.0,Clean,train
InvalidLineStatus,0,0.0,2,0.0,0.0,1,0,0,0,0,0.0,Clean,train
InvalidShippingEvent,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
InvalidPaymentEvent,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
UnableToPlaceOrder,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
EventHandlerMixin,0,1.0,13,2.6666666666666665,1.0,0,0,0,1,1,1.0,Clean,train
Order,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
OrderNote,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
OrderStatusChange,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
CommunicationEvent,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
ShippingAddress,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,test
BillingAddress,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Line,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,test
LinePrice,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Data Class,train
LineAttribute,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
ShippingEvent,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
ShippingEventQuantity,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
ShippingEventType,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
PaymentEvent,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
PaymentEventType,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,test
OrderDiscount,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
OrderLineDiscount,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Surcharge,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
EventHandler,0,0.9904761904761905,260,14.466666666666667,3.066666666666667,0,0,0,24,7,0.375,God Class,train
OrderReportCSVFormatter,0,1.0,25,10.5,2.0,0,0,0,7,2,0.8571,Feature Envy,train
OrderReportHTMLFormatter,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
OrderReportGenerator,0,1.0,17,2.5,1.0,0,0,0,1,1,1.0,Clean,train
OrderNumberGenerator,0,0.0,13,5.0,1.0,0,1,0,1,1,1.0,Clean,train
OrderCreator,1,1.0,300,25.818181818181817,4.7272727272727275,0,0,2,72,27,0.1944,God Class,test
OrderDispatcher,0,0.5,52,10.25,2.0,0,0,0,8,4,0.5,Clean,train
Migration,0,0.0,399,0.0,0.0,0,0,0,0,0,0.0,Clean,test
Migration,0,0.0,13,0.0,0.0,0,0,0,0,0,0.0,Clean,test
Migration,0,0.0,14,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,12,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,13,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,24,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,28,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,14,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,29,0.0,0.0,0,0,0,0,0,0.0,Clean,test
Migration,0,0.0,20,0.0,0.0,0,0,0,0,0,0.0,Clean,test
Migration,0,0.0,16,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,13,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,13,0.0,0.0,0,0,0,0,0,0.0,Clean,test
Migration,0,0.0,28,0.0,0.0,0,0,0,0,0,0.0,Clean,test
Migration,0,0.0,55,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,19,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,8,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,13,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,13,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,13,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,22,0.0,0.0,0,0,0,0,0,0.0,Clean,test
AbstractPartner,0,1.0,72,8.0,1.75,0,0,0,0,0,0.0,Clean,train
AbstractStockRecord,0,0.7333333333333333,215,12.4,1.9,0,0,0,3,2,0.6667,Clean,train
AbstractStockAlert,0,0.0,44,4.5,1.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,7,0.0,0.0,0,0,0,0,0,0.0,Data Class,train
Meta,0,0.0,6,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,6,0.0,0.0,0,0,0,0,0,0.0,Clean,train
PartnerAdmin,0,0.0,3,0.0,0.0,0,0,0,0,0,0.0,Clean,test
StockRecordAdmin,0,0.0,5,0.0,0.0,0,0,0,0,0,0.0,Clean,test
PartnerConfig,0,0.0,8,2.0,1.0,0,0,0,0,0,0.0,Clean,train
Base,0,1.0,40,6.666666666666667,1.0,0,0,2,0,0,0.0,Clean,train
Unavailable,0,0.0,7,0.0,0.0,1,0,0,0,0,0.0,Clean,train
Available,0,0.0,13,2.0,1.0,1,1,0,0,0,0.0,Clean,test
StockRequired,0,0.0,47,5.4,2.0,1,1,0,0,0,0.0,Clean,train
ImportingError,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
InvalidStockAdjustment,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
CatalogueImporter,1,0.7142857142857143,97,11.714285714285714,2.2857142857142856,0,0,2,18,7,0.3333,Clean,train
Validator,0,1.0,23,4.75,1.75,0,1,0,1,1,1.0,Clean,train
Partner,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
PartnerAddress,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
StockRecord,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
StockAlert,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Base,0,1.0,39,3.5,1.5,0,0,0,1,1,1.0,Clean,train
Unavailable,0,0.0,5,0.0,0.0,1,0,0,0,0,0.0,Clean,test
FixedPrice,0,0.0,33,5.0,1.3333333333333333,1,0,0,1,1,1.0,Clean,train
TaxInclusiveFixedPrice,0,1.0,16,2.0,1.0,2,0,0,0,0,0.0,Clean,train
Selector,1,0.0,27,7.0,1.0,0,0,1,0,0,0.0,Clean,train
Base,0,1.0,60,11.25,1.5,0,0,1,2,2,0.5,Clean,train
Structured,0,1.0,86,8.625,1.375,1,2,9,2,2,0.5,Clean,train
UseFirstStockRecord,0,0.0,13,7.0,2.0,0,1,0,1,1,1.0,Clean,train
StockRequired,0,1.0,22,7.0,3.0,0,1,1,3,3,0.3333,Clean,train
NoTax,0,1.0,28,10.0,2.5,0,1,0,2,1,1.0,Clean,train
FixedRateTax,0,1.0,53,9.75,1.75,0,1,0,2,1,1.0,Clean,train
DeferredTax,0,1.0,25,8.5,2.5,0,1,0,2,1,1.0,Clean,train
Default,0,0.0,6,0.0,0.0,1,1,0,0,0,0.0,Clean,train
UK,0,0.0,16,0.0,0.0,1,0,0,0,0,0.0,Clean,test
US,0,0.0,13,0.0,0.0,1,0,0,0,0,0.0,Clean,train
Migration,0,0.0,101,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,13,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,13,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,12,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,18,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,26,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,15,0.0,0.0,0,0,0,0,0,0.0,Clean,train
AbstractTransaction,0,0.0,46,5.0,1.0,0,0,0,0,0,0.0,Data Class,train
AbstractSource,0,0.75,147,6.777777777777778,1.5555555555555556,0,1,1,3,1,1.0,Clean,train
AbstractSourceType,0,0.0,26,2.0,1.0,0,0,0,0,0,0.0,Clean,train
AbstractBankcard,0,0.5,102,4.5,1.375,0,1,1,2,2,0.5,Clean,train
Meta,0,0.0,6,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,6,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,6,0.0,0.0,0,0,0,0,0,0.0,Clean,test
Meta,0,0.0,5,0.0,0.0,0,0,0,0,0,0.0,Clean,train
SourceAdmin,0,0.0,12,0.0,0.0,0,0,0,0,0,0.0,Clean,train
BankcardAdmin,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
TransactionAdmin,0,0.0,3,0.0,0.0,0,0,0,0,0,0.0,Clean,train
PaymentConfig,0,0.0,4,0.0,0.0,0,0,0,0,0,0.0,Clean,train
PaymentError,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
UserCancelled,0,0.0,6,0.0,0.0,1,0,0,0,0,0.0,Clean,train
TransactionDeclined,0,0.0,2,0.0,0.0,1,0,0,0,0,0.0,Clean,test
GatewayError,0,0.0,2,0.0,0.0,1,0,0,0,0,0.0,Clean,test
InvalidGatewayRequestError,0,0.0,2,0.0,0.0,1,0,0,0,0,0.0,Clean,test
InsufficientPaymentSources,0,0.0,8,0.0,0.0,1,0,0,0,0,0.0,Clean,train
RedirectRequired,0,0.0,7,2.0,1.0,1,0,0,0,0,0.0,Clean,train
UnableToTakePayment,0,0.0,6,0.0,0.0,1,0,0,0,0,0.0,Clean,test
BankcardNumberField,0,0.0,35,16.5,4.5,0,5,9,6,4,0.3333,Feature Envy,train
BankcardMonthWidget,0,1.0,11,2.5,1.5,0,1,0,2,1,1.0,Clean,train
BankcardMonthField,1,1.0,41,9.333333333333334,2.0,0,5,10,3,3,0.3333,Clean,train
BankcardExpiryMonthField,0,1.0,43,7.2,2.0,1,5,9,5,4,0.4,Clean,train
BankcardStartingMonthField,0,1.0,40,7.0,2.0,1,5,9,4,4,0.25,Clean,train
BankcardCCVField,0,1.0,19,8.5,1.5,0,5,9,2,2,0.5,Clean,train
BankcardForm,0,0.6666666666666666,45,8.666666666666666,2.3333333333333335,0,4,0,3,3,0.3333,Clean,test
BillingAddressForm,0,1.0,21,2.5,1.0,0,5,5,1,1,1.0,Clean,train
Meta,0,0.0,3,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,13,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Transaction,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Data Class,train
Source,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
SourceType,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Bankcard,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,test
Migration,0,0.0,85,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,13,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,13,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,13,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,21,0.0,0.0,0,0,0,0,0,0.0,Clean,test
SearchConfig,0,0.0,15,3.0,1.0,0,0,0,0,0,0.0,Clean,train
FacetMunger,0,0.7142857142857143,101,13.428571428571429,3.0,0,0,0,4,2,0.75,Clean,train
SearchInput,0,0.0,9,0.0,0.0,0,0,0,0,0,0.0,Clean,train
SearchForm,0,1.0,110,25.0,6.0,0,0,0,4,2,0.75,Clean,train
BrowseCategoryForm,0,0.0,11,5.0,1.0,1,1,0,0,0,0.0,Clean,train
CategoryForm,0,0.0,13,5.5,1.0,2,0,1,1,1,1.0,Clean,train
ProductIndex,0,1.0,102,5.2727272727272725,1.9090909090909092,0,0,0,9,3,0.5556,Feature Envy,train
BaseSearchView,0,1.0,38,16.5,2.5,0,0,0,4,2,0.75,Clean,train
CatalogueView,0,1.0,22,5.5,1.5,0,1,2,1,1,1.0,Clean,train
ProductCategoryView,0,0.8,51,6.0,2.0,0,1,2,5,3,0.4,Clean,train
FacetedSearchView,0,0.0,15,10.0,1.0,0,0,0,1,1,1.0,Clean,train
AbstractBase,0,1.0,36,4.0,1.0,0,0,0,0,0,0.0,Clean,test
AbstractOrderAndItemCharges,0,0.0,47,16.0,5.0,1,0,0,6,3,0.5,Clean,test
AbstractWeightBased,0,0.4,83,11.2,1.6,1,0,0,7,6,0.2857,Clean,test
AbstractWeightBand,0,0.0,51,3.6666666666666665,1.3333333333333333,0,0,0,0,0,0.0,Clean,test
Meta,0,0.0,6,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,5,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,5,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,6,0.0,0.0,0,0,0,0,0,0.0,Clean,train
OrderChargesAdmin,0,0.0,11,0.0,0.0,0,0,0,0,0,0.0,Clean,train
WeightBandInline,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,test
WeightBasedAdmin,0,0.0,3,0.0,0.0,0,0,0,0,0,0.0,Clean,train
ShippingConfig,0,0.0,4,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Base,0,1.0,39,6.5,1.0,0,3,0,0,0,0.0,Clean,train
Free,0,0.0,12,4.0,1.0,1,3,0,2,2,0.5,Clean,train
NoShippingRequired,0,0.0,8,0.0,0.0,2,0,0,0,0,0.0,Clean,test
FixedPrice,0,0.0,26,5.5,2.0,1,3,0,2,2,0.5,Clean,test
OfferDiscount,0,0.26666666666666666,48,4.833333333333333,1.0,1,0,5,0,0,0.0,Clean,train
TaxExclusiveOfferDiscount,0,0.0,20,7.0,1.0,2,2,4,4,2,0.75,Clean,train
TaxInclusiveOfferDiscount,0,0.6666666666666666,33,8.666666666666666,1.3333333333333333,2,2,4,5,2,0.8,Clean,train
OrderAndItemCharges,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,test
WeightBased,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
WeightBand,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Repository,0,1.0,82,12.4,2.0,0,0,0,6,3,0.5,Feature Envy,train
Scale,0,0.6666666666666666,32,8.333333333333334,2.6666666666666665,0,0,0,4,3,0.5,Clean,train
Migration,0,0.0,67,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,18,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,23,0.0,0.0,0,0,0,0,0,0.0,Clean,train
AbstractVoucherSet,0,0.6666666666666666,71,4.142857142857143,1.7142857142857142,0,0,1,2,2,0.5,Clean,train
AbstractVoucher,0,0.8888888888888888,193,9.7,2.4,0,1,0,5,5,0.2,Clean,test
AbstractVoucherApplication,0,0.0,41,5.0,1.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,7,0.0,0.0,0,0,0,0,0,0.0,Data Class,train
Meta,0,0.0,7,0.0,0.0,0,0,0,0,0,0.0,Data Class,train
Meta,0,0.0,6,0.0,0.0,0,0,0,0,0,0.0,Clean,train
VoucherAdmin,0,0.0,15,0.0,0.0,0,0,0,0,0,0.0,Clean,test
VoucherApplicationAdmin,0,0.0,3,0.0,0.0,0,0,0,0,0,0.0,Clean,test
VoucherConfig,0,0.0,8,3.0,1.0,0,0,0,0,0,0.0,Clean,train
VoucherSet,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Voucher,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
VoucherApplication,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,test
VoucherReportCSVFormatter,0,0.0,21,18.0,2.0,0,0,0,5,2,0.8,Clean,train
VoucherReportHTMLFormatter,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,test
VoucherReportGenerator,0,0.0,9,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,49,0.0,0.0,0,0,0,0,0,0.0,Clean,train
