class_name,cbo,lcom,class_length,avg_method_length,avg_cyclomatic_complexity,dit,fan_in,fan_out,atfd,fdp,fdp_concentration,label,split
Resource,1,0.7352941176470589,157,6.764705882352941,1.2352941176470589,0,3,2,2,2,0.5,God Class,train
ErrorPage,0,0.6666666666666666,48,4.666666666666667,1.0,1,3,3,2,1,1.0,Clean,train
NoResource,0,0.0,9,4.0,1.0,2,3,3,1,1,1.0,Clean,train
ForbiddenResource,0,0.0,9,4.0,1.0,2,2,3,1,1,1.0,Clean,train
NoRedisConnectionException,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
ImportTaskCRUDL,0,0.0,17,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Read,0,0.0,6,5.0,2.0,0,0,0,0,0,0.0,Clean,train
List,0,0.0,6,2.0,1.0,0,0,0,1,1,1.0,Clean,train
GenericStatusChecker,0,0.0,21,3.0,1.0,0,0,0,1,1,1.0,Clean,train
RedirectMatcher,0,0.0,31,6.0,1.5,0,0,0,2,1,1.0,Clean,train
JsonMatcher,0,0.0,37,7.5,2.0,0,0,0,2,1,1.0,Clean,train
ContentTypeMatcher,0,0.0,43,9.0,2.75,0,0,0,4,2,0.5,Clean,train
HeaderMatcher,0,0.0,51,11.0,3.25,0,0,0,1,1,1.0,Clean,train
ContentMatcher,0,0.0,56,9.4,3.0,0,0,0,1,1,1.0,Clean,train
Checker,0,0.8333333333333334,22,4.0,1.25,0,0,0,2,1,1.0,Clean,train
pnlQCL,0,0.47619047619047616,115,15.428571428571429,1.2857142857142858,0,0,0,6,4,0.5,Long Method,test
SampleMediumCV,0,0.0,8,2.0,1.0,0,0,0,0,0,0.0,Clean,train
SiteTypeCV,0,0.0,8,2.0,1.0,0,0,0,0,0,0.0,Clean,train
Filter,0,0.0,3,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,1.0,49,4.0,1.0,0,0,0,1,1,1.0,Clean,train
Migration,0,1.0,121,4.0,1.0,0,0,0,2,1,1.0,Clean,train
Migration,0,1.0,171,22.5,1.0,0,0,0,6,2,0.6667,Feature Envy,train
Output,0,0.0,11,10.0,5.0,0,0,0,1,1,1.0,Clean,train
Frontend,0,0.3333333333333333,25,7.333333333333333,1.6666666666666667,0,0,0,1,1,1.0,Clean,train
Video,0,0.0,72,2.0,1.0,0,0,0,4,4,0.25,Clean,test
ThumbnailsCollectionRequest,1,1.0,25,11.0,1.0,0,2,1,0,0,0.0,Clean,train
ThumbnailsCollectionRequestBuilder,1,0.6666666666666666,44,13.333333333333334,1.0,0,0,2,1,1,1.0,Clean,test
ThumbnailsCollectionResponse,1,0.0,16,13.0,2.0,0,1,1,0,0,0.0,Clean,test
ThumbnailsCollectionPage,1,0.6666666666666666,36,10.666666666666666,1.3333333333333333,0,1,1,0,0,0.0,Clean,test
SyncSFlowTenant,0,1.0,58,5.5,1.5,0,0,0,7,5,0.2857,Feature Envy,test
CodeEdit,0,0.9376493072145246,1298,12.868421052631579,2.3289473684210527,0,0,0,136,45,0.125,God Class,test
Ui_SearchPanel,0,0.0,182,90.0,1.0,0,0,0,25,8,0.4,Long Method,train
Transform,0,0.8,42,4.5,1.1666666666666667,0,2,0,0,0,0.0,Clean,train
FunctionWrappingTransform,0,0.6666666666666666,13,2.3333333333333335,1.0,1,1,1,0,0,0.0,Clean,train
Registry,1,1.0,44,9.0,2.25,0,0,2,2,1,1.0,Clean,test
IaasConfig,0,0.0,80,74.0,1.0,0,0,0,17,7,0.4118,Long Method,train
ImportCommand,0,1.0,37,16.5,1.5,0,0,0,6,3,0.5,Feature Envy,test
FuelAndIPMIToolDriver,0,0.0,17,6.0,1.0,0,0,0,5,2,0.6,Clean,train
FuelAndSSHDriver,0,0.0,18,5.0,1.0,0,0,0,4,2,0.5,Clean,train
RSA,0,0.0,25,0.0,0.0,0,0,0,0,0,0.0,Clean,train
CryptException,0,0.0,2,0.0,0.0,0,1,0,0,0,0.0,Clean,train
OpenSSLException,0,1.0,12,4.5,1.0,1,2,1,4,2,0.75,Clean,test
RSAWrapper,1,0.7,28,4.4,1.2,0,2,1,4,1,1.0,Clean,train
CryptManager,3,0.0,60,58.0,8.0,0,0,3,7,4,0.5714,Feature Envy,train
FlavorsClient,0,0.0,155,14.4,1.2,0,0,0,0,0,0.0,Clean,train
PairingBehaviors,0,0.3333333333333333,59,13.5,4.0,0,0,0,1,1,1.0,Clean,train
Version,0,1.0,21,5.333333333333333,1.6666666666666667,0,0,0,1,1,1.0,Clean,train
NetworkingBehaviors,0,0.717948717948718,461,34.15384615384615,4.923076923076923,0,0,0,29,19,0.1034,God Class,train
NovaCLI,0,1.0,298,9.96,1.28,0,0,0,14,1,1.0,God Class,train
LoadBalancersClientTestsXML,0,0.0,4,0.0,0.0,1,0,0,0,0,0.0,Clean,train
LoadBalancersClientTestsJSON,0,0.0,4,0.0,0.0,1,0,0,0,0,0.0,Clean,train
FakeResponse,0,0.0,4,3.0,1.0,0,1,0,0,0,0.0,Clean,train
test_hosts,0,0.0,201,38.2,3.8,0,0,0,11,5,0.4545,Long Method,train
JsonSchemaOperationsSmoke,0,0.0,79,12.0,1.0,0,0,0,2,2,0.5,Clean,test
DFConnection,0,0.0,23,8.0,1.5,0,9,10,3,3,0.3333,Clean,train
OvsdbSwitchApi,9,0.8095238095238095,188,7.809523809523809,2.4761904761904763,0,9,21,21,10,0.1905,God Class,train
OvsdbSwitchPort,0,0.6666666666666666,10,2.0,1.0,0,10,0,0,0,0.0,Clean,train
OvsdbTunnelPort,0,0.0,8,2.5,1.0,1,9,10,0,0,0.0,Clean,train
DelControllerCommand,0,0.0,8,3.0,1.0,0,9,10,2,2,0.5,Clean,test
SetControllerCommand,0,0.0,15,6.5,1.5,0,9,10,5,4,0.4,Clean,train
SetControllerFailModeCommand,0,0.0,10,4.0,1.0,0,9,10,3,2,0.6667,Clean,train
DeleteSwitchPort,0,0.0,20,9.0,1.5,0,9,10,8,5,0.375,Feature Envy,test
AddTunnelPort,0,0.0,32,15.0,1.0,0,9,11,13,7,0.3077,Clean,train
OvsdbMonitor,0,0.7333333333333333,35,4.833333333333333,2.3333333333333335,0,9,10,8,6,0.25,Clean,test
AddPatchPort,0,0.0,26,12.0,1.0,0,9,10,12,7,0.25,Clean,train
DfDvrRouter,0,0.0,17,4.666666666666667,2.0,0,1,0,0,0,0.0,Clean,train
DfL3NATAgentWithStateReport,1,0.0,16,15.0,2.0,0,0,1,0,0,0.0,Clean,train
SomeConsumer,0,0.6666666666666666,13,3.3333333333333335,1.0,0,0,0,1,1,1.0,Clean,train
Wait,0,0.0,2,0.0,0.0,0,1,0,0,0,0.0,Clean,train
RichQueue,1,0.6666666666666666,58,4.5,1.8,0,1,1,3,1,1.0,Clean,train
QueuedThread,0,0.0,21,9.5,2.0,0,0,2,0,0,0.0,Clean,train
SessionsCollectionResource,0,0.0,27,7.0,2.0,0,0,0,5,3,0.4,Clean,train
SessionsResource,0,0.0,46,7.4,2.0,0,0,0,4,3,0.5,Clean,test
SessionsAction,1,0.0,32,13.0,2.5,0,0,2,9,4,0.5556,Feature Envy,train
Session,0,0.2222222222222222,123,13.0,3.25,0,1,0,4,2,0.75,Clean,train
SessionsJob,0,0.0,85,26.0,1.3333333333333333,0,0,0,4,4,0.25,Clean,test
SessionConfigurationAction,0,0.8333333333333334,63,5.75,2.25,0,0,0,1,1,1.0,Clean,train
SessionConfiguration,0,0.0,7,0.0,0.0,0,0,0,0,0,0.0,Clean,train
CreateSession,0,0.0,20,11.0,3.0,0,0,0,1,1,1.0,Clean,train
Meta,0,0.0,5,0.0,0.0,0,0,0,0,0,0.0,Clean,train
ExpressionParserException,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
LexError,0,0.0,2,0.0,0.0,1,0,0,0,0,0.0,Clean,train
ParseError,0,0.0,2,0.0,0.0,1,0,0,0,0,0.0,Clean,train
UnknownModel,0,0.0,2,0.0,0.0,1,0,0,0,0,0.0,Clean,train
CookieTokenMixin,0,0.0,20,14.0,3.0,0,2,0,3,3,0.3333,Clean,test
SkipAuthMixin,0,0.0,31,14.0,4.0,0,1,3,2,2,0.5,Clean,train
FakeAuthProtocol,0,1.0,11,4.0,1.5,1,2,1,0,0,0.0,Clean,train
NailgunKeystoneAuthMiddleware,0,0.0,15,10.0,2.0,1,1,3,0,0,0.0,Clean,test
NailgunFakeKeystoneAuthMiddleware,0,0.0,3,0.0,0.0,1,0,0,0,0,0.0,Clean,test
NotificationSerializer,0,0.0,11,0.0,0.0,0,0,0,0,0,0.0,Clean,train
IndexHandler,0,0.0,6,5.0,1.0,0,0,0,3,3,0.3333,Clean,train
GBPResource,0,1.0,128,9.083333333333334,2.5,0,0,0,12,8,0.1667,Clean,train
WorkflowView,0,0.782051282051282,184,10.76923076923077,2.3076923076923075,0,0,0,20,8,0.55,God Class,test
DeleteNetwork,0,1.0,27,6.666666666666667,1.3333333333333333,0,0,0,3,3,0.3333,Clean,train
CreateNetwork,0,0.0,7,0.0,0.0,0,0,0,0,0,0.0,Data Class,train
EditNetwork,0,0.0,7,0.0,0.0,0,0,0,0,0,0.0,Data Class,train
NetworksTable,0,0.0,35,8.0,2.0,0,0,0,1,1,1.0,Data Class,train
Meta,0,0.0,6,0.0,0.0,0,0,0,0,0,0.0,Clean,test
DeleteDHCPAgent,0,1.0,30,7.666666666666667,1.3333333333333333,0,0,0,3,3,0.3333,Clean,train
AddDHCPAgent,0,0.0,11,3.0,1.0,0,0,0,0,0,0.0,Clean,train
DHCPAgentsTable,0,0.0,16,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,6,0.0,0.0,0,0,0,0,0,0.0,Clean,train
IndexView,0,0.0,15,10.0,2.0,0,0,0,2,2,0.5,Clean,train
CreateView,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
UpdateView,0,0.6666666666666666,35,7.0,1.3333333333333333,0,1,1,3,3,0.3333,Clean,train
DetailView,0,0.4,57,9.2,1.6,0,1,1,14,7,0.4286,Clean,train
LaunchStack,0,0.0,7,0.0,0.0,0,0,0,0,0,0.0,Data Class,train
PreviewStack,0,0.0,7,0.0,0.0,0,0,0,0,0,0.0,Data Class,train
CheckStack,0,1.0,24,4.666666666666667,1.0,0,0,0,1,1,1.0,Clean,train
SuspendStack,0,1.0,24,4.666666666666667,1.0,0,0,0,1,1,1.0,Clean,train
ResumeStack,0,1.0,24,4.666666666666667,1.0,0,0,0,1,1,1.0,Clean,train
ChangeStackTemplate,0,0.0,9,2.0,1.0,0,0,0,2,2,0.5,Clean,train
DeleteStack,0,1.0,26,4.5,1.25,0,0,0,2,2,0.5,Clean,train
StacksUpdateRow,0,1.0,19,7.5,2.5,0,0,0,4,4,0.25,Clean,train
StacksFilterAction,0,0.0,7,5.0,1.0,0,0,0,2,2,0.5,Clean,train
StacksTable,0,0.0,108,2.0,1.0,0,0,0,1,1,1.0,Data Class,train
EventsTable,0,0.0,21,0.0,0.0,0,0,0,0,0,0.0,Clean,train
ResourcesUpdateRow,0,0.0,15,12.0,3.0,0,0,0,5,4,0.4,Clean,train
ResourcesTable,0,1.0,49,3.5,1.0,0,0,0,1,1,1.0,Data Class,train
Meta,0,0.0,18,0.0,0.0,0,0,0,0,0,0.0,Data Class,test
Meta,0,0.0,3,0.0,0.0,0,0,0,0,0,0.0,Clean,test
StatusColumn,0,0.0,3,2.0,1.0,0,0,0,1,1,1.0,Clean,train
Meta,0,0.0,5,0.0,0.0,0,0,0,0,0,0.0,Clean,train
DetailView,0,0.8333333333333334,41,8.0,1.75,0,10,14,13,8,0.3077,Clean,train
CreateView,0,0.0,52,13.666666666666666,2.3333333333333335,0,10,18,7,6,0.2857,Clean,train
ExtendView,0,0.0,39,9.333333333333334,2.0,0,10,13,5,4,0.4,Clean,train
CreateSnapshotView,0,0.0,31,11.0,2.0,0,10,10,4,4,0.25,Clean,test
UploadToImageView,0,0.0,37,8.333333333333334,1.3333333333333333,0,10,13,5,4,0.4,Clean,train
CreateTransferView,0,0.0,19,4.0,1.0,0,10,10,0,0,0.0,Clean,train
AcceptTransferView,0,0.0,10,0.0,0.0,0,0,0,0,0,0.0,Data Class,test
ShowTransferView,0,0.0,35,7.666666666666667,1.6666666666666667,0,10,13,4,3,0.5,Clean,test
UpdateView,0,0.0,33,7.333333333333333,1.6666666666666667,0,10,13,5,3,0.6,Clean,train
EditAttachmentsView,0,0.8571428571428571,73,7.714285714285714,2.2857142857142856,0,10,13,8,7,0.25,Clean,train
RetypeView,0,0.0,38,8.333333333333334,1.3333333333333333,0,10,13,5,4,0.4,Clean,test
EncryptionDetailView,0,0.8333333333333334,43,8.5,1.5,0,10,11,5,4,0.4,Clean,train
IpMacPort,0,0.0,8,5.0,2.0,0,1,0,1,1,1.0,Clean,train
IptablesDriver,1,0.6818181818181818,169,12.916666666666666,3.4166666666666665,0,0,1,23,13,0.2174,God Class,train
RouterType,0,0.0,36,0.0,0.0,0,0,0,0,0,0.0,Data Class,train
RouterHostingDeviceBinding,0,0.0,34,0.0,0.0,0,0,0,0,0,0.0,Data Class,train
AgentNotFound,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
AgentNotFoundByTypeHost,0,0.0,3,0.0,0.0,0,0,0,0,0,0.0,Clean,train
MultipleAgentFoundByTypeHost,0,0.0,3,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Agent,0,1.0,45,4.428571428571429,1.1428571428571428,0,0,0,6,5,0.3333,Feature Envy,train
AgentPluginBase,0,1.0,43,5.8,1.0,0,0,0,1,1,1.0,Clean,train
DbQuotaDriver,0,0.9857142857142858,586,26.61904761904762,3.4761904761904763,0,2,6,51,19,0.3137,God Class,train
NoopQuotaDriver,0,1.0,271,14.529411764705882,1.3529411764705883,0,3,0,2,2,0.5,God Class,train
BaseResource,0,0.3333333333333333,66,20.0,2.6666666666666665,0,2,6,7,4,0.2857,Clean,train
ReservableResource,0,0.0,36,32.0,1.0,1,1,3,0,0,0.0,Clean,train
AbsoluteResource,0,0.0,3,0.0,0.0,1,0,0,0,0,0.0,Clean,test
CountableResource,0,0.0,36,31.0,1.0,2,1,3,0,0,0.0,Clean,test
QuotaEngine,0,0.35507246376811596,334,12.75,1.375,0,4,32,7,6,0.2857,Clean,test
Controller,0,0.5,28,6.0,2.0,0,0,0,3,3,0.3333,Clean,train
EngineActions,0,0.0,19,0.0,0.0,0,0,0,0,0,0.0,Clean,train
PluginActions,0,0.0,19,0.0,0.0,0,0,0,0,0,0.0,Clean,train
ConfiguratorCLI,0,0.0,46,41.0,2.0,0,0,0,14,11,0.1429,Clean,train
Init,0,0.0,7,6.0,1.0,0,0,0,2,2,0.5,Clean,train
InitInstall,0,0.0,9,8.0,1.0,0,0,0,2,2,0.5,Clean,train
InstallPlugin,0,0.0,8,7.0,1.0,0,0,0,1,1,1.0,Clean,train
ListPlugins,0,0.0,8,7.0,1.0,0,0,0,1,1,1.0,Clean,train
SSHAuthStrategy,0,0.0,5,0.0,0.0,0,0,0,0,0,0.0,Clean,test
ExtendedParamikoSSHClient,0,0.0,21,19.0,3.0,0,1,0,6,1,1.0,Feature Envy,train
BaseSSHClient,1,0.41818181818181815,294,25.636363636363637,4.363636363636363,0,1,3,17,10,0.2353,Long Method,train
SSHClient,0,0.2,152,29.2,2.2,1,1,3,3,1,1.0,Clean,test
BaseAuthPlugin,0,0.8666666666666667,121,8.8,1.5,0,0,0,5,4,0.4,Clean,train
MonascaManager,0,1.0,21,5.666666666666667,2.0,0,0,0,1,1,1.0,Clean,train
ShowAutoAllocatedTopology,0,1.0,56,25.0,6.5,0,0,0,9,6,0.3333,Long Method,test
ListSpeakers,0,0.0,7,0.0,0.0,0,0,0,0,0,0.0,Clean,train
ShowSpeaker,0,0.0,4,0.0,0.0,0,0,0,0,0,0.0,Clean,train
CreateSpeaker,0,1.0,31,12.5,1.0,0,0,0,3,2,0.6667,Clean,test
UpdateSpeaker,0,1.0,15,4.5,1.0,0,0,0,1,1,1.0,Clean,test
DeleteSpeaker,0,0.0,4,0.0,0.0,0,0,0,0,0,0.0,Clean,train
AddPeerToSpeaker,0,1.0,27,11.5,1.0,0,4,4,5,4,0.4,Clean,train
RemovePeerFromSpeaker,0,1.0,27,11.5,1.0,0,4,4,5,4,0.4,Clean,train
AddNetworkToSpeaker,0,1.0,26,11.0,1.0,0,4,4,4,3,0.5,Clean,train
RemoveNetworkFromSpeaker,0,1.0,26,11.0,1.0,0,4,4,4,3,0.5,Clean,train
ListRoutesAdvertisedBySpeaker,0,1.0,23,7.0,1.0,0,4,4,3,3,0.3333,Clean,test
Node,0,0.8333333333333334,101,10.5,1.0,0,0,0,5,3,0.4,Clean,train
AbsoluteLimits,0,0.0,40,0.0,0.0,0,0,0,0,0,0.0,Data Class,train
RateLimits,0,0.0,8,0.0,0.0,0,1,0,0,0,0.0,Clean,train
Limits,1,0.0,38,28.0,2.0,0,0,1,1,1,1.0,Clean,train
Project,0,0.0,29,0.0,0.0,0,0,0,0,0,0.0,Data Class,train
ViewBuilder,0,1.0,29,5.75,1.0,0,0,0,2,2,0.5,Clean,test
AdminCleanup,0,1.0,23,8.5,1.5,0,0,0,5,4,0.4,Clean,train
CeilometerSamples,0,1.0,40,15.0,2.0,0,0,0,4,3,0.5,Clean,train
Handled,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Context,0,0.0,9,3.0,1.0,0,0,0,0,0,0.0,Clean,train
AlertsProvider,0,0.16666666666666666,43,9.75,2.5,0,2,0,7,7,0.1429,Clean,train
AmbariHealthCheck,0,0.8333333333333334,13,2.25,1.0,0,1,3,0,0,0.0,Clean,train
AmbariServiceHealthCheck,0,0.7,49,8.8,2.2,0,1,3,8,4,0.5,Clean,train
Hue,0,0.9558823529411765,231,11.823529411764707,2.0588235294117645,0,4,5,46,23,0.1739,God Class,train
HueV360,0,0.0,4,3.0,1.0,1,4,4,0,0,0.0,Clean,train
HueV370,0,0.0,4,3.0,1.0,1,4,4,0,0,0.0,Clean,train
HueV381,0,0.0,7,6.0,1.0,1,4,4,0,0,0.0,Clean,train
HueV390,0,1.0,19,8.5,1.0,1,4,6,1,1,1.0,Clean,train
ForbiddenException,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,test
ServiceHandler,0,0.0,31,4.8,1.0,0,0,0,7,2,0.8571,Clean,train
API,0,1.0,19,2.8,1.0,0,0,0,1,1,1.0,Clean,train
CrossDomainMiddleware,0,0.6666666666666666,63,7.666666666666667,1.6666666666666667,0,0,0,2,1,1.0,Clean,train
InfoController,0,0.9,83,13.8,2.8,0,0,0,3,1,1.0,Clean,train
AxisItem,0,0.0,17,7.5,3.0,0,1,1,2,1,1.0,Clean,train
Axis,1,0.0,16,7.0,2.0,0,1,2,4,2,0.75,Clean,test
APIDefinitionGenerator,0,1.0,59,14.5,2.0,0,3,1,0,0,0.0,Clean,test
ExtCallContext,0,0.0,9,8.0,1.0,0,2,3,0,0,0.0,Clean,train
FormExtCallContext,0,0.0,9,8.0,1.0,0,2,3,1,1,1.0,Clean,train
ExtDirectProtocol,3,0.925,193,10.0625,2.8125,0,3,4,22,8,0.3182,God Class,train
Tag,0,0.0,16,3.0,1.5,0,1,1,0,0,0.0,Clean,train
Tagged,0,0.0,26,8.5,2.5,0,1,1,1,1,1.0,Clean,test
Meta,0,0.0,4,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
MPURNLRI,0,0.7,19,2.0,1.0,0,0,0,1,1,1.0,Clean,train
_InstanceFactory,0,0.0,15,3.3333333333333335,1.0,0,1,0,0,0,0.0,Clean,test
MyClientCreator,1,0.0,18,15.0,1.0,0,0,2,4,3,0.5,Clean,train
Peer,0,0.0,6,5.0,1.0,0,1,1,0,0,0.0,Clean,test
Cmd,0,0.9969230769230769,471,16.384615384615383,2.8461538461538463,0,1,1,26,7,0.5385,God Class,train
VRRPInstance,0,0.0,11,4.5,1.0,0,1,2,0,0,0.0,Data Class,train
VRRPManager,2,0.6666666666666666,111,9.5,1.9,0,1,5,40,12,0.3,Clean,train
VRRPStatistics,0,0.0,33,15.5,1.0,0,2,0,0,0,0.0,Clean,test
MyHTTPConnection,0,0.0,6,5.0,1.0,0,1,1,1,1,1.0,Clean,train
MyHTTPHandler,0,0.0,10,9.0,3.0,0,0,0,0,0,0.0,Clean,train
MyHTTPSConnection,0,0.0,6,5.0,1.0,0,1,1,1,1,1.0,Clean,train
MyHTTPSHandler,0,0.0,10,9.0,3.0,0,0,0,0,0,0.0,Clean,test
SmartRedirectHandler,0,1.0,12,5.0,1.0,0,0,0,1,1,1.0,Clean,train
Requester,0,0.8518518518518519,270,8.535714285714286,2.142857142857143,0,0,0,7,7,0.1429,God Class,train
JarLibrary,2,0.7,95,14.6,2.2,0,0,2,7,6,0.2857,Clean,train
WrongTargetTypeError,0,0.0,3,0.0,0.0,0,1,0,0,0,0.0,Clean,test
ExpectedAddressError,0,0.0,3,0.0,0.0,0,1,0,0,0,0.0,Clean,train
ScalaJarDependency,0,0.0,10,2.0,1.0,0,0,0,1,1,1.0,Clean,train
UnpackJarsFingerprintStrategy,0,0.0,13,11.0,3.0,0,1,0,5,3,0.4,Clean,train
UnpackJars,3,0.9722222222222222,131,11.333333333333334,3.2222222222222223,0,0,3,12,10,0.25,Clean,train
InvalidPatternError,0,0.0,2,0.0,0.0,0,1,0,0,0,0.0,Clean,test
MissingUnpackedDirsError,0,0.0,2,0.0,0.0,0,1,0,0,0,0.0,Clean,train
PythonSetup,0,0.9340659340659341,94,4.285714285714286,1.3571428571428572,0,1,1,1,1,1.0,Clean,train
PythonRepos,0,1.0,30,3.8,1.0,0,1,1,1,1,1.0,Clean,test
BuildFilePath,0,0.0,9,3.5,1.0,0,0,0,1,1,1.0,Clean,train
DeferredSourcesMapper,2,1.0,56,12.333333333333334,2.6666666666666665,0,0,2,6,4,0.3333,Feature Envy,train
SourcesTargetLookupError,0,0.0,3,0.0,0.0,0,1,0,0,0,0.0,Clean,train
NoUnpackedSourcesError,0,0.0,3,0.0,0.0,0,1,0,0,0,0.0,Clean,train
ChangedTargetTask,0,1.0,37,6.0,1.0,0,0,0,4,4,0.25,Clean,test
TranslatorBase,0,0.0,8,2.0,1.0,0,1,0,0,0,0.0,Clean,train
ChainedTranslator,0,0.0,21,4.333333333333333,2.3333333333333335,1,3,3,1,1,1.0,Clean,train
SourceTranslator,0,0.6666666666666666,73,23.0,6.0,1,4,0,15,11,0.2,Long Method,train
BinaryTranslator,0,0.0,23,10.5,3.0,1,3,0,9,6,0.4444,Clean,train
EggTranslator,0,0.0,3,2.0,1.0,2,2,4,0,0,0.0,Clean,test
WheelTranslator,0,0.0,3,2.0,1.0,2,2,4,0,0,0.0,Clean,train
Translator,4,0.0,12,10.0,2.0,0,0,4,2,2,0.5,Clean,train
Migration,0,1.0,368,34.0,1.0,0,0,0,6,2,0.6667,Feature Envy,train
KafkaClient,0,0.3333333333333333,76,21.333333333333332,1.6666666666666667,0,0,0,0,0,0.0,Clean,test
ResponseFuture,0,0.0,33,6.75,1.5,0,1,0,1,1,1.0,Clean,train
Handler,0,0.0,5,3.0,1.0,0,2,0,0,0,0.0,Clean,train
ThreadingHandler,0,1.0,29,5.666666666666667,1.6666666666666667,1,2,2,4,3,0.5,Clean,train
GEventHandler,0,1.0,18,4.0,1.5,1,2,3,1,1,1.0,Clean,test
RequestHandler,1,0.6,88,12.833333333333334,2.3333333333333335,0,1,7,8,4,0.375,Clean,train
MetaProtocolMessage,0,0.0,10,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Type,0,0.0,3,0.0,0.0,0,0,0,0,0,0.0,Clean,test
AppSettings,0,0.9952380952380953,276,5.277777777777778,1.2222222222222223,0,0,0,2,1,1.0,God Class,train
AuthenticationMethod,0,0.0,4,0.0,0.0,0,0,0,0,0,0.0,Clean,train
EmailVerificationMethod,0,0.0,9,0.0,0.0,0,0,0,0,0,0.0,Clean,train
OpenIDAccount,0,0.0,20,9.0,2.0,0,0,0,1,1,1.0,Clean,train
OpenIDProvider,0,1.0,48,7.8,1.8,0,0,0,8,4,0.375,Feature Envy,train
WindowsLiveOAuth2Adapter,0,0.0,22,16.0,1.0,0,0,0,2,2,0.5,Clean,train
LocationProvider,0,1.0,21,5.0,1.3333333333333333,0,0,0,0,0,0.0,Clean,train
_AbstractCanvas,0,0.638095238095238,305,18.6,4.333333333333333,0,5,7,1,1,1.0,Long Method,train
Canvas,0,0.5,47,9.0,2.0,1,5,6,2,1,1.0,Clean,train
Screen,3,0.9809523809523809,784,18.238095238095237,2.9047619047619047,0,5,33,28,10,0.2857,God Class,train
_WindowsScreen,0,0.5,305,20.11111111111111,3.4444444444444446,1,5,5,16,4,0.5,Long Method,train
_CursesScreen,0,0.7818181818181819,284,20.0,3.1818181818181817,1,5,10,4,2,0.75,God Class,train
_BlessedScreen,0,0.6,150,12.7,1.9,1,5,11,3,1,1.0,Clean,train
CoubletApp,0,0.0,30,11.0,1.0,0,0,0,2,1,1.0,Clean,train
Ruler,0,0.0,8,3.0,1.0,0,0,0,1,1,1.0,Clean,train
Featured,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
FeaturedBase,0,0.0,18,9.0,1.0,0,0,4,3,2,0.6667,Clean,train
FeaturedByImage,0,0.0,117,21.0,5.5,1,1,0,49,4,0.6735,Feature Envy,test
FeaturedByImageList,0,0.0,70,23.0,7.0,1,1,0,32,4,0.5,Feature Envy,train
FeaturedByText,0,0.0,120,36.5,7.0,1,1,0,66,5,0.7121,Feature Envy,train
FeaturedByDiapText,0,0.0,64,0.0,0.0,2,0,0,0,0,0.0,Clean,train
FeaturedByTextList,0,0.0,47,21.0,5.0,1,1,0,25,4,0.52,Feature Envy,test
FeaturedTitled,0,0.0,2,0.0,0.0,1,0,0,0,0,0.0,Clean,test
Migration,0,0.0,21,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,1.0,150,6.0,1.0,0,0,0,3,1,1.0,Clean,train
ph1_t,0,0.0,12,0.0,0.0,0,0,0,0,0,0.0,Clean,train
libraw_iparams_t,0,0.0,14,0.0,0.0,0,0,0,0,0,0.0,Clean,train
libraw_image_sizes_t,0,0.0,17,0.0,0.0,0,0,0,0,0,0.0,Clean,train
libraw_colordata_t,0,0.0,23,0.0,0.0,0,0,0,0,0,0.0,Clean,train
libraw_imgother_t,0,0.0,16,0.0,0.0,0,0,0,0,0,0.0,Clean,train
libraw_thumbnail_t,0,0.0,11,0.0,0.0,0,0,0,0,0,0.0,Clean,train
libraw_internal_output_params_t,0,0.0,8,0.0,0.0,0,0,0,0,0,0.0,Clean,train
libraw_rawdata_t,0,0.0,17,0.0,0.0,0,0,0,0,0,0.0,Clean,train
libraw_output_params_t,0,0.0,63,0.0,0.0,0,0,0,0,0,0.0,Clean,train
libraw_data_t,0,0.0,19,0.0,0.0,0,0,0,0,0,0.0,Clean,train
libraw_processed_image_t,0,0.0,12,0.0,0.0,0,0,0,0,0,0.0,Clean,test
libraw_decoder_info_t,0,0.0,7,0.0,0.0,0,0,0,0,0,0.0,Clean,test
ProjectorCalibrator,0,0.8928571428571429,116,13.5,2.375,0,0,0,3,1,1.0,Clean,train
ShootDontShoot,0,0.4722222222222222,118,12.0,2.111111111111111,0,0,0,1,1,1.0,Clean,train
InvoiceListView,0,0.0,7,2.0,1.0,0,2,2,0,0,0.0,Clean,train
PaymentMethodListView,0,0.0,7,2.0,1.0,0,2,2,0,0,0.0,Clean,train
PaymentMethodCreateView,0,1.0,13,4.0,1.5,0,0,1,2,2,0.5,Clean,train
