library,file,class_name,on_test_path,n_methods,our_class_length,our_avg_method_length,radon_loc,radon_lloc,radon_sloc,radon_comments,radon_multi,radon_blank
numpy-1.9.2,numpy-1.9.2/numpy/lib/tests/test_type_check.py,TestIscomplex,True,2,10,4.0,11,9,9,0,0,2
numpy-1.9.2,numpy-1.9.2/numpy/lib/tests/test_type_check.py,TestIsreal,True,2,10,4.0,11,9,9,0,0,2
numpy-1.9.2,numpy-1.9.2/numpy/lib/tests/test_type_check.py,TestIscomplexobj,True,1,6,5.0,7,6,6,0,0,1
numpy-1.9.2,numpy-1.9.2/numpy/lib/tests/test_type_check.py,TestIsrealobj,True,1,5,5.0,6,6,6,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/lib/tests/test_type_check.py,TestIsnan,True,7,27,2.857142857142857,28,21,21,0,0,7
numpy-1.9.2,numpy-1.9.2/numpy/lib/tests/test_type_check.py,TestIsfinite,True,7,28,2.857142857142857,29,21,21,1,0,7
numpy-1.9.2,numpy-1.9.2/numpy/lib/tests/test_type_check.py,TestIsinf,True,6,26,3.1666666666666665,27,20,20,1,0,6
numpy-1.9.2,numpy-1.9.2/numpy/lib/tests/test_type_check.py,TestIsposinf,True,1,7,6.0,8,7,7,0,0,1
numpy-1.9.2,numpy-1.9.2/numpy/lib/tests/test_type_check.py,TestIsneginf,True,1,7,6.0,8,7,7,0,0,1
numpy-1.9.2,numpy-1.9.2/numpy/lib/tests/test_type_check.py,TestNanToNum,True,5,30,5.0,31,25,25,1,0,5
numpy-1.9.2,numpy-1.9.2/numpy/lib/tests/test_type_check.py,TestRealIfClose,True,1,10,9.0,11,10,10,0,0,1
numpy-1.9.2,numpy-1.9.2/numpy/lib/tests/test_type_check.py,TestArrayConversion,True,1,5,4.0,6,5,5,0,0,1
numpy-1.9.2,numpy-1.9.2/numpy/lib/tests/test_ufunclike.py,TestUfunclike,True,4,52,12.0,53,44,44,0,0,9
numpy-1.9.2,numpy-1.9.2/numpy/lib/tests/test__datasource.py,TestDataSourceOpen,True,9,68,6.666666666666667,69,56,56,5,0,8
numpy-1.9.2,numpy-1.9.2/numpy/lib/tests/test__datasource.py,TestDataSourceExists,True,6,27,3.6666666666666665,28,21,21,2,0,5
numpy-1.9.2,numpy-1.9.2/numpy/lib/tests/test__datasource.py,TestDataSourceAbspath,True,8,62,6.875,63,49,50,4,0,9
numpy-1.9.2,numpy-1.9.2/numpy/lib/tests/test__datasource.py,TestRepositoryAbspath,True,5,30,5.2,31,27,27,0,0,4
numpy-1.9.2,numpy-1.9.2/numpy/lib/tests/test__datasource.py,TestRepositoryExists,True,6,30,4.166666666666667,31,22,22,4,0,5
numpy-1.9.2,numpy-1.9.2/numpy/lib/tests/test__datasource.py,TestOpenFunc,True,3,16,4.666666666666667,17,13,13,2,0,2
numpy-1.9.2,numpy-1.9.2/numpy/lib/tests/test__iotools.py,TestLineSplitter,True,6,59,8.666666666666666,60,50,44,4,0,6
numpy-1.9.2,numpy-1.9.2/numpy/lib/tests/test__iotools.py,TestNameValidator,True,5,46,8.2,47,41,37,0,0,5
numpy-1.9.2,numpy-1.9.2/numpy/lib/tests/test__iotools.py,TestStringConverter,True,10,93,8.2,94,77,72,1,0,10
numpy-1.9.2,numpy-1.9.2/numpy/lib/tests/test__iotools.py,TestMiscFunctions,True,3,87,28.0,88,52,63,19,0,3
numpy-1.9.2,numpy-1.9.2/numpy/linalg/linalg.py,LinAlgError,False,0,27,0.0,28,3,2,0,22,4
numpy-1.9.2,numpy-1.9.2/numpy/linalg/tests/test_build.py,FindDependenciesLdd,True,3,28,8.666666666666666,29,23,23,0,0,6
numpy-1.9.2,numpy-1.9.2/numpy/linalg/tests/test_build.py,TestF77Mismatch,True,1,10,8.0,11,7,11,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/linalg/tests/test_linalg.py,LinalgCase,True,3,15,4.333333333333333,16,14,14,0,0,2
numpy-1.9.2,numpy-1.9.2/numpy/linalg/tests/test_linalg.py,LinalgTestCase,True,1,2,2.0,3,3,3,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/linalg/tests/test_linalg.py,LinalgNonsquareTestCase,True,1,2,2.0,3,3,3,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/linalg/tests/test_linalg.py,LinalgGeneralizedTestCase,True,1,3,2.0,4,4,4,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/linalg/tests/test_linalg.py,LinalgGeneralizedNonsquareTestCase,True,1,3,2.0,4,4,4,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/linalg/tests/test_linalg.py,HermitianTestCase,True,1,2,2.0,3,3,3,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/linalg/tests/test_linalg.py,HermitianGeneralizedTestCase,True,1,3,2.0,4,4,4,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/linalg/tests/test_linalg.py,TestSolve,True,4,62,14.75,63,60,47,7,0,10
numpy-1.9.2,numpy-1.9.2/numpy/linalg/tests/test_linalg.py,TestInv,True,3,27,8.333333333333334,28,23,24,1,0,3
numpy-1.9.2,numpy-1.9.2/numpy/linalg/tests/test_linalg.py,TestEigvals,True,2,13,6.0,14,13,13,0,0,1
numpy-1.9.2,numpy-1.9.2/numpy/linalg/tests/test_linalg.py,TestEig,True,2,21,10.0,22,18,19,0,0,3
numpy-1.9.2,numpy-1.9.2/numpy/linalg/tests/test_linalg.py,TestSVD,True,2,20,9.5,21,18,19,0,0,2
numpy-1.9.2,numpy-1.9.2/numpy/linalg/tests/test_linalg.py,TestCondSVD,True,1,4,4.0,5,5,5,1,0,0
numpy-1.9.2,numpy-1.9.2/numpy/linalg/tests/test_linalg.py,TestCond2,True,1,4,4.0,5,5,5,1,0,0
numpy-1.9.2,numpy-1.9.2/numpy/linalg/tests/test_linalg.py,TestCondInf,True,1,3,3.0,4,4,4,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/linalg/tests/test_linalg.py,TestPinv,True,1,4,4.0,5,5,5,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/linalg/tests/test_linalg.py,TestDet,True,3,39,12.333333333333334,40,36,36,0,0,4
numpy-1.9.2,numpy-1.9.2/numpy/linalg/tests/test_linalg.py,TestLstsq,True,1,23,23.0,24,24,24,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/linalg/tests/test_linalg.py,TestMatrixPower,True,7,51,5.0,52,47,44,0,0,8
numpy-1.9.2,numpy-1.9.2/numpy/linalg/tests/test_linalg.py,TestBoolPower,True,1,3,3.0,4,4,4,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/linalg/tests/test_linalg.py,TestEigvalsh,True,4,50,11.75,51,37,39,7,0,5
numpy-1.9.2,numpy-1.9.2/numpy/linalg/tests/test_linalg.py,TestEigh,True,4,57,13.5,58,42,44,7,0,7
numpy-1.9.2,numpy-1.9.2/numpy/linalg/tests/test_linalg.py,_TestNorm,True,8,135,15.5,136,91,97,16,0,23
numpy-1.9.2,numpy-1.9.2/numpy/linalg/tests/test_linalg.py,TestNormDouble,True,0,2,0.0,3,3,3,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/linalg/tests/test_linalg.py,TestNormSingle,True,0,2,0.0,3,3,3,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/linalg/tests/test_linalg.py,TestNormInt64,True,0,2,0.0,3,3,3,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/linalg/tests/test_linalg.py,TestMatrixRank,True,1,17,17.0,18,12,11,7,0,0
numpy-1.9.2,numpy-1.9.2/numpy/linalg/tests/test_linalg.py,TestQR,True,4,83,19.75,84,63,63,12,0,9
numpy-1.9.2,numpy-1.9.2/numpy/linalg/tests/test_regression.py,TestRegression,True,7,74,9.714285714285714,75,46,56,3,2,11
numpy-1.9.2,numpy-1.9.2/numpy/ma/core.py,MAError,False,0,2,0.0,3,3,2,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/ma/core.py,MaskError,False,0,2,0.0,3,3,2,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/ma/core.py,_DomainCheckInterval,False,2,18,5.0,19,11,9,0,5,3
numpy-1.9.2,numpy-1.9.2/numpy/ma/core.py,_DomainTan,False,2,12,3.0,13,8,5,0,3,3
numpy-1.9.2,numpy-1.9.2/numpy/ma/core.py,_DomainSafeDivide,False,2,13,5.5,14,9,8,4,0,1
numpy-1.9.2,numpy-1.9.2/numpy/ma/core.py,_DomainGreater,False,2,8,3.0,9,8,5,0,0,1
numpy-1.9.2,numpy-1.9.2/numpy/ma/core.py,_DomainGreaterEqual,False,2,8,3.0,9,8,5,0,0,1
numpy-1.9.2,numpy-1.9.2/numpy/ma/core.py,_MaskedUnaryOperation,False,3,73,18.333333333333332,74,42,39,13,19,2
numpy-1.9.2,numpy-1.9.2/numpy/ma/core.py,_MaskedBinaryOperation,False,6,141,19.5,142,102,96,10,24,10
numpy-1.9.2,numpy-1.9.2/numpy/ma/core.py,_DomainedBinaryOperation,False,3,72,17.0,73,44,41,7,19,5
numpy-1.9.2,numpy-1.9.2/numpy/ma/core.py,_MaskedPrintOption,False,6,29,3.0,30,21,15,0,3,7
numpy-1.9.2,numpy-1.9.2/numpy/ma/core.py,_arraymethod,False,4,66,8.75,67,35,34,4,23,5
numpy-1.9.2,numpy-1.9.2/numpy/ma/core.py,MaskedIterator,False,5,110,11.4,111,38,36,5,57,15
numpy-1.9.2,numpy-1.9.2/numpy/ma/core.py,MaskedArray,False,92,3033,30.27173913043478,3034,1180,1131,280,1255,342
numpy-1.9.2,numpy-1.9.2/numpy/ma/core.py,mvoid,False,10,133,11.9,134,90,86,5,26,15
numpy-1.9.2,numpy-1.9.2/numpy/ma/core.py,MaskedConstant,False,7,27,2.2857142857142856,28,19,18,7,2,1
numpy-1.9.2,numpy-1.9.2/numpy/ma/core.py,_extrema_operation,False,3,52,14.0,53,45,40,2,6,2
numpy-1.9.2,numpy-1.9.2/numpy/ma/core.py,_minimum_operation,False,1,9,8.0,10,8,6,0,3,0
numpy-1.9.2,numpy-1.9.2/numpy/ma/core.py,_maximum_operation,False,1,9,8.0,10,8,6,0,3,0
numpy-1.9.2,numpy-1.9.2/numpy/ma/core.py,_frommethod,False,3,41,10.0,42,28,27,5,7,2
numpy-1.9.2,numpy-1.9.2/numpy/ma/core.py,_convert2ma,False,3,41,9.333333333333334,42,27,25,7,7,2
numpy-1.9.2,numpy-1.9.2/numpy/ma/extras.py,_fromnxfunction,False,3,71,17.333333333333332,72,37,36,0,24,12
numpy-1.9.2,numpy-1.9.2/numpy/ma/extras.py,MAxisConcatenator,False,2,64,26.0,65,54,53,0,7,5
numpy-1.9.2,numpy-1.9.2/numpy/ma/extras.py,mr_class,False,1,17,2.0,18,4,3,0,11,4
numpy-1.9.2,numpy-1.9.2/numpy/ma/mrecords.py,MaskedRecords,False,19,356,16.789473684210527,357,243,247,48,33,21
numpy-1.9.2,numpy-1.9.2/numpy/ma/timer_comparison.py,moduletester,False,13,409,30.153846153846153,410,338,345,45,2,26
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_core.py,TestMaskedArray,True,42,612,13.428571428571429,613,485,486,80,0,48
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_core.py,TestMaskedArrayArithmetic,True,31,529,16.032258064516128,530,420,430,65,0,35
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_core.py,TestMaskedArrayAttributes,True,7,167,22.857142857142858,168,149,139,22,0,7
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_core.py,TestFillingValues,True,11,264,23.0,265,164,177,65,0,23
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_core.py,TestUfuncs,True,7,94,12.285714285714286,95,57,75,12,0,10
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_core.py,TestMaskedArrayInPlaceArithmetics,True,19,275,13.31578947368421,276,212,214,43,0,19
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_core.py,TestMaskedArrayMethods,True,29,645,21.24137931034483,646,445,523,90,0,33
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_core.py,TestMaskedArrayMathMethods,True,13,215,15.538461538461538,216,154,173,27,0,16
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_core.py,TestMaskedArrayMathMethodsComplex,True,2,50,24.0,51,29,45,3,0,3
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_core.py,TestMaskedArrayFunctions,True,27,505,17.666666666666668,506,388,409,66,0,31
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_core.py,TestMaskedFields,True,10,154,14.4,155,112,119,20,0,15
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_core.py,TestMaskedView,True,7,75,9.714285714285714,76,61,61,9,0,6
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_extras.py,TestGeneric,True,5,82,15.4,83,61,63,16,0,4
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_extras.py,TestAverage,True,5,128,24.6,129,103,111,8,0,10
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_extras.py,TestConcatenator,True,2,32,14.5,33,31,27,4,0,2
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_extras.py,TestNotMasked,True,2,58,27.5,59,42,50,7,0,2
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_extras.py,Test2DFunctions,True,3,122,39.666666666666664,123,100,111,10,0,2
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_extras.py,TestApplyAlongAxis,True,2,19,8.0,20,13,13,2,0,5
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_extras.py,TestApplyOverAxes,True,1,10,9.0,11,10,10,1,0,0
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_extras.py,TestMedian,True,7,56,7.142857142857143,57,55,48,3,0,6
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_extras.py,TestCov,True,5,64,11.8,65,47,53,7,0,5
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_extras.py,TestCorrcoef,True,6,61,9.166666666666666,62,44,47,8,0,7
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_extras.py,TestPolynomial,True,1,39,38.0,40,39,32,8,0,0
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_extras.py,TestArraySetOps,True,15,198,12.2,199,150,152,30,0,17
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_extras.py,TestShapeBase,True,1,9,8.0,10,8,8,2,0,0
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_mrecords.py,TestMRecords,True,17,327,18.235294117647058,328,240,267,45,0,16
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_mrecords.py,TestView,True,4,34,7.5,35,30,30,1,0,4
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_mrecords.py,TestMRecordsImport,True,7,105,14.0,106,72,84,16,0,6
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_old_ma.py,TestMa,True,27,628,22.074074074074073,629,553,559,28,0,43
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_old_ma.py,TestUfuncs,True,5,64,12.0,65,42,61,2,0,4
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_old_ma.py,TestArrayMethods,True,8,85,9.5,86,66,75,1,0,10
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_regression.py,TestRegression,True,10,62,5.3,63,42,43,11,0,9
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_subclassing.py,SubArray,True,3,15,3.6666666666666665,16,13,12,2,0,2
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_subclassing.py,MSubArray,True,3,17,4.333333333333333,18,15,15,0,0,3
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_subclassing.py,MMatrix,True,3,16,4.0,17,14,14,0,0,3
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_subclassing.py,ComplicatedSubArray,True,3,13,3.6666666666666665,14,9,10,2,0,2
numpy-1.9.2,numpy-1.9.2/numpy/ma/tests/test_subclassing.py,TestSubclassing,True,10,128,11.7,129,99,97,18,2,11
numpy-1.9.2,numpy-1.9.2/numpy/matrixlib/defmatrix.py,matrix,False,31,792,23.096774193548388,793,196,172,8,477,136
numpy-1.9.2,numpy-1.9.2/numpy/matrixlib/tests/test_defmatrix.py,TestCtor,True,3,47,15.0,48,34,42,1,0,5
numpy-1.9.2,numpy-1.9.2/numpy/matrixlib/tests/test_defmatrix.py,TestProperties,True,12,127,9.583333333333334,128,98,103,0,3,22
numpy-1.9.2,numpy-1.9.2/numpy/matrixlib/tests/test_defmatrix.py,TestCasting,True,1,16,16.0,17,15,15,0,0,2
numpy-1.9.2,numpy-1.9.2/numpy/matrixlib/tests/test_defmatrix.py,TestAlgebra,True,3,60,19.333333333333332,61,47,48,2,0,9
numpy-1.9.2,numpy-1.9.2/numpy/matrixlib/tests/test_defmatrix.py,TestMatrixReturn,True,1,39,39.0,40,24,39,1,0,0
numpy-1.9.2,numpy-1.9.2/numpy/matrixlib/tests/test_defmatrix.py,TestIndexing,True,1,6,6.0,7,9,7,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/matrixlib/tests/test_defmatrix.py,TestNewScalarIndexing,True,10,65,5.6,66,66,56,0,0,10
numpy-1.9.2,numpy-1.9.2/numpy/matrixlib/tests/test_defmatrix.py,TestPower,True,2,8,3.5,9,8,8,0,0,1
numpy-1.9.2,numpy-1.9.2/numpy/matrixlib/tests/test_multiarray.py,TestView,True,2,12,5.5,13,10,10,1,0,2
numpy-1.9.2,numpy-1.9.2/numpy/matrixlib/tests/test_numeric.py,TestDot,True,1,3,3.0,4,4,4,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/matrixlib/tests/test_regression.py,TestRegression,True,4,26,5.75,27,23,19,0,0,4
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/chebyshev.py,Chebyshev,False,0,39,0.0,40,17,16,2,17,5
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/hermite.py,Hermite,False,0,39,0.0,40,17,16,2,17,5
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/hermite_e.py,HermiteE,False,0,39,0.0,40,17,16,2,17,5
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/laguerre.py,Laguerre,False,0,39,0.0,40,17,16,2,17,5
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/legendre.py,Legendre,False,0,39,0.0,40,17,16,2,17,5
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/polynomial.py,Polynomial,False,0,39,0.0,40,17,16,2,17,5
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/polyutils.py,RankWarning,False,0,2,0.0,3,3,2,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/polyutils.py,PolyError,False,0,2,0.0,3,3,2,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/polyutils.py,PolyDomainError,False,0,7,0.0,8,3,2,0,4,2
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/polyutils.py,PolyBase,False,0,10,0.0,11,3,2,0,7,2
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/_polybase.py,ABCPolyBase,False,65,943,12.2,944,355,334,18,412,180
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_chebyshev.py,TestPrivate,True,2,14,6.0,15,13,13,0,0,2
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_chebyshev.py,TestConstants,True,4,12,2.0,13,9,9,0,0,4
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_chebyshev.py,TestArithmetic,True,5,49,8.8,50,45,45,0,0,5
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_chebyshev.py,TestEvaluation,True,5,91,15.6,92,61,59,15,0,18
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_chebyshev.py,TestIntegral,True,2,96,47.0,97,78,74,10,0,13
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_chebyshev.py,TestDerivative,True,2,37,17.5,38,26,26,5,0,7
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_chebyshev.py,TestVander,True,3,45,13.333333333333334,46,33,33,7,0,6
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_chebyshev.py,TestFitting,True,1,43,42.0,44,34,32,9,0,3
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_chebyshev.py,TestCompanion,True,3,12,3.0,13,10,10,0,0,3
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_chebyshev.py,TestGauss,True,1,16,15.0,17,11,10,4,0,3
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_chebyshev.py,TestMisc,True,9,75,7.333333333333333,76,61,57,6,0,13
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_hermite.py,TestConstants,True,4,12,2.0,13,9,9,0,0,4
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_hermite.py,TestArithmetic,True,5,54,9.6,55,49,49,1,0,5
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_hermite.py,TestEvaluation,True,5,91,15.6,92,61,59,15,0,18
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_hermite.py,TestIntegral,True,2,96,47.0,97,78,74,10,0,13
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_hermite.py,TestDerivative,True,2,37,17.5,38,26,26,5,0,7
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_hermite.py,TestVander,True,3,45,13.333333333333334,46,33,33,7,0,6
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_hermite.py,TestFitting,True,1,43,42.0,44,34,32,9,0,3
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_hermite.py,TestCompanion,True,3,12,3.0,13,10,10,0,0,3
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_hermite.py,TestGauss,True,1,16,15.0,17,11,10,4,0,3
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_hermite.py,TestMisc,True,7,48,5.857142857142857,49,41,38,2,0,9
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_hermite_e.py,TestConstants,True,4,12,2.0,13,9,9,0,0,4
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_hermite_e.py,TestArithmetic,True,5,54,9.6,55,49,49,1,0,5
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_hermite_e.py,TestEvaluation,True,5,91,15.6,92,61,59,15,0,18
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_hermite_e.py,TestIntegral,True,2,96,47.0,97,78,74,10,0,13
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_hermite_e.py,TestDerivative,True,2,38,18.0,39,26,27,5,0,7
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_hermite_e.py,TestVander,True,3,45,13.333333333333334,46,33,33,7,0,6
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_hermite_e.py,TestFitting,True,1,43,42.0,44,34,32,9,0,3
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_hermite_e.py,TestCompanion,True,3,12,3.0,13,10,10,0,0,3
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_hermite_e.py,TestGauss,True,1,16,15.0,17,11,10,4,0,3
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_hermite_e.py,TestMisc,True,7,48,5.857142857142857,49,41,38,2,0,9
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_laguerre.py,TestConstants,True,4,12,2.0,13,9,9,0,0,4
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_laguerre.py,TestArithmetic,True,5,54,9.6,55,49,49,1,0,5
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_laguerre.py,TestEvaluation,True,5,91,15.6,92,61,59,15,0,18
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_laguerre.py,TestIntegral,True,2,96,47.0,97,78,74,10,0,13
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_laguerre.py,TestDerivative,True,2,37,17.5,38,26,26,5,0,7
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_laguerre.py,TestVander,True,3,45,13.333333333333334,46,33,33,7,0,6
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_laguerre.py,TestFitting,True,1,43,42.0,44,34,32,9,0,3
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_laguerre.py,TestCompanion,True,3,12,3.0,13,10,10,0,0,3
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_laguerre.py,TestGauss,True,1,16,15.0,17,11,10,4,0,3
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_laguerre.py,TestMisc,True,7,48,5.857142857142857,49,41,38,2,0,9
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_legendre.py,TestConstants,True,4,12,2.0,13,9,9,0,0,4
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_legendre.py,TestArithmetic,True,5,55,9.8,56,50,50,1,0,5
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_legendre.py,TestEvaluation,True,5,91,15.6,92,61,59,15,0,18
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_legendre.py,TestIntegral,True,2,96,47.0,97,78,74,10,0,13
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_legendre.py,TestDerivative,True,2,37,17.5,38,26,26,5,0,7
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_legendre.py,TestVander,True,3,45,13.333333333333334,46,33,33,7,0,6
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_legendre.py,TestFitting,True,1,43,42.0,44,34,32,9,0,3
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_legendre.py,TestCompanion,True,3,12,3.0,13,10,10,0,0,3
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_legendre.py,TestGauss,True,1,16,15.0,17,11,10,4,0,3
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_legendre.py,TestMisc,True,7,48,5.857142857142857,49,41,38,2,0,9
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_polynomial.py,TestConstants,True,4,12,2.0,13,9,9,0,0,4
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_polynomial.py,TestArithmetic,True,5,58,10.6,59,49,49,3,0,7
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_polynomial.py,TestEvaluation,True,5,93,16.0,94,63,61,15,0,18
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_polynomial.py,TestIntegral,True,2,91,44.5,92,73,69,10,0,13
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_polynomial.py,TestDerivative,True,2,37,17.5,38,26,26,5,0,7
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_polynomial.py,TestVander,True,3,45,13.333333333333334,46,33,33,7,0,6
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_polynomial.py,TestCompanion,True,3,12,3.0,13,10,10,0,0,3
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_polynomial.py,TestMisc,True,5,74,13.8,75,60,55,11,0,9
numpy-1.9.2,numpy-1.9.2/numpy/polynomial/tests/test_polyutils.py,TestMisc,True,3,30,9.0,31,26,24,4,0,3
