library,file,class_name,on_test_path,n_methods,our_class_length,our_avg_method_length,radon_loc,radon_lloc,radon_sloc,radon_comments,radon_multi,radon_blank
numpy-1.9.2,numpy-1.9.2/setup.py,sdist_checked,False,1,4,3.0,5,5,4,0,0,0
numpy-1.9.2,numpy-1.9.2/doc/sphinxext/numpydoc/comment_eater.py,Comment,False,3,21,5.333333333333333,22,14,13,3,4,2
numpy-1.9.2,numpy-1.9.2/doc/sphinxext/numpydoc/comment_eater.py,NonComment,False,3,18,4.333333333333333,19,13,12,1,4,2
numpy-1.9.2,numpy-1.9.2/doc/sphinxext/numpydoc/comment_eater.py,CommentBlocker,False,7,78,10.0,79,54,46,5,18,10
numpy-1.9.2,numpy-1.9.2/doc/sphinxext/numpydoc/compiler_unparse.py,UnparseCompilerAst,False,56,512,7.75,513,388,359,27,42,80
numpy-1.9.2,numpy-1.9.2/doc/sphinxext/numpydoc/docscrape.py,Reader,False,11,71,5.2727272727272725,72,55,51,2,8,13
numpy-1.9.2,numpy-1.9.2/doc/sphinxext/numpydoc/docscrape.py,NumpyDocString,False,22,315,13.136363636363637,316,247,252,6,10,50
numpy-1.9.2,numpy-1.9.2/doc/sphinxext/numpydoc/docscrape.py,FunctionDoc,False,3,50,16.0,51,41,42,2,0,8
numpy-1.9.2,numpy-1.9.2/doc/sphinxext/numpydoc/docscrape.py,ClassDoc,False,3,56,16.333333333333332,57,40,48,1,0,9
numpy-1.9.2,numpy-1.9.2/doc/sphinxext/numpydoc/docscrape_sphinx.py,SphinxDocString,False,19,224,10.736842105263158,225,186,189,5,4,27
numpy-1.9.2,numpy-1.9.2/doc/sphinxext/numpydoc/docscrape_sphinx.py,SphinxFunctionDoc,False,1,3,3.0,4,4,4,0,0,0
numpy-1.9.2,numpy-1.9.2/doc/sphinxext/numpydoc/docscrape_sphinx.py,SphinxClassDoc,False,1,3,3.0,4,4,4,0,0,0
numpy-1.9.2,numpy-1.9.2/doc/sphinxext/numpydoc/docscrape_sphinx.py,SphinxObjDoc,False,1,4,4.0,5,5,5,0,0,0
numpy-1.9.2,numpy-1.9.2/doc/sphinxext/numpydoc/linkcode.py,LinkcodeError,False,0,1,0.0,2,2,2,0,0,0
numpy-1.9.2,numpy-1.9.2/doc/sphinxext/numpydoc/numpydoc.py,ManglingDomainBase,False,2,10,3.5,11,8,9,0,0,2
numpy-1.9.2,numpy-1.9.2/doc/sphinxext/numpydoc/numpydoc.py,NumpyPythonDomain,False,0,11,0.0,12,5,12,0,0,0
numpy-1.9.2,numpy-1.9.2/doc/sphinxext/numpydoc/numpydoc.py,NumpyCDomain,False,0,8,0.0,9,4,9,0,0,0
numpy-1.9.2,numpy-1.9.2/doc/sphinxext/numpydoc/plot_directive.py,ImageFile,False,3,10,2.6666666666666665,11,9,9,0,0,2
numpy-1.9.2,numpy-1.9.2/doc/sphinxext/numpydoc/plot_directive.py,PlotError,False,0,1,0.0,2,2,2,0,0,0
numpy-1.9.2,numpy-1.9.2/doc/sphinxext/numpydoc/traitsdoc.py,SphinxTraitsDoc,False,4,69,16.5,70,42,60,1,0,9
numpy-1.9.2,numpy-1.9.2/numpy/ctypeslib.py,_ndptr,False,3,36,10.333333333333334,37,21,31,0,3,3
numpy-1.9.2,numpy-1.9.2/numpy/_import_tools.py,PackageLoader,False,13,326,24.307692307692307,327,230,239,1,38,48
numpy-1.9.2,numpy-1.9.2/numpy/_import_tools.py,PackageLoaderDebug,False,1,9,9.0,10,10,9,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/__init__.py,ModuleDeprecationWarning,False,0,9,0.0,10,3,2,0,6,2
numpy-1.9.2,numpy-1.9.2/numpy/__init__.py,VisibleDeprecationWarning,False,0,8,0.0,9,3,2,0,5,2
numpy-1.9.2,numpy-1.9.2/numpy/core/arrayprint.py,FloatFormat,False,3,97,31.666666666666668,98,85,87,4,0,7
numpy-1.9.2,numpy-1.9.2/numpy/core/arrayprint.py,IntegerFormat,False,2,18,8.5,19,14,15,3,0,1
numpy-1.9.2,numpy-1.9.2/numpy/core/arrayprint.py,LongFloatFormat,False,2,27,12.0,28,25,25,2,0,1
numpy-1.9.2,numpy-1.9.2/numpy/core/arrayprint.py,LongComplexFormat,False,2,8,3.5,9,8,8,0,0,1
numpy-1.9.2,numpy-1.9.2/numpy/core/arrayprint.py,ComplexFormat,False,2,14,6.5,15,13,14,0,0,1
numpy-1.9.2,numpy-1.9.2/numpy/core/arrayprint.py,DatetimeFormat,False,2,26,12.5,27,18,22,3,0,2
numpy-1.9.2,numpy-1.9.2/numpy/core/arrayprint.py,TimedeltaFormat,False,2,9,4.0,10,8,9,0,0,1
numpy-1.9.2,numpy-1.9.2/numpy/core/defchararray.py,chararray,False,55,805,10.963636363636363,806,191,144,9,491,162
numpy-1.9.2,numpy-1.9.2/numpy/core/getlimits.py,finfo,False,4,167,24.0,168,78,94,1,59,14
numpy-1.9.2,numpy-1.9.2/numpy/core/getlimits.py,iinfo,False,5,101,8.8,102,44,46,0,36,17
numpy-1.9.2,numpy-1.9.2/numpy/core/machar.py,MachAr,False,3,317,78.66666666666667,318,193,204,14,81,20
numpy-1.9.2,numpy-1.9.2/numpy/core/memmap.py,memmap,False,3,285,36.333333333333336,286,79,82,3,146,55
numpy-1.9.2,numpy-1.9.2/numpy/core/numeric.py,ComplexWarning,False,0,8,0.0,9,3,2,0,5,2
numpy-1.9.2,numpy-1.9.2/numpy/core/numeric.py,_unspecified,False,0,1,0.0,2,2,2,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/core/numeric.py,errstate,False,3,74,3.6666666666666665,75,13,12,2,47,14
numpy-1.9.2,numpy-1.9.2/numpy/core/numerictypes.py,_typedict,False,1,9,2.0,10,4,3,0,5,2
numpy-1.9.2,numpy-1.9.2/numpy/core/records.py,format_parser,False,4,129,17.0,130,56,54,5,52,18
numpy-1.9.2,numpy-1.9.2/numpy/core/records.py,record,False,5,60,10.6,61,51,49,4,2,5
numpy-1.9.2,numpy-1.9.2/numpy/core/records.py,recarray,False,7,215,14.142857142857142,216,93,92,10,88,29
numpy-1.9.2,numpy-1.9.2/numpy/core/setup.py,CallOnceOnly,False,4,28,6.25,29,26,26,0,0,3
numpy-1.9.2,numpy-1.9.2/numpy/core/setup_common.py,MismatchCAPIWarning,False,0,1,0.0,2,2,2,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/core/_internal.py,_missing_ctypes,False,2,5,2.0,6,5,5,0,0,1
numpy-1.9.2,numpy-1.9.2/numpy/core/_internal.py,_ctypes,False,8,46,4.25,47,39,39,0,0,8
numpy-1.9.2,numpy-1.9.2/numpy/core/code_generators/genapi.py,StealRef,False,2,8,3.5,9,8,8,1,0,1
numpy-1.9.2,numpy-1.9.2/numpy/core/code_generators/genapi.py,NonNull,False,2,8,3.5,9,8,8,1,0,1
numpy-1.9.2,numpy-1.9.2/numpy/core/code_generators/genapi.py,Function,False,5,45,8.2,46,40,42,0,0,4
numpy-1.9.2,numpy-1.9.2/numpy/core/code_generators/genapi.py,ParseError,False,2,7,3.0,8,7,7,0,0,1
numpy-1.9.2,numpy-1.9.2/numpy/core/code_generators/genapi.py,TypeApi,False,4,24,5.25,25,14,22,0,0,3
numpy-1.9.2,numpy-1.9.2/numpy/core/code_generators/genapi.py,GlobalVarApi,False,4,24,5.25,25,14,22,0,0,3
numpy-1.9.2,numpy-1.9.2/numpy/core/code_generators/genapi.py,BoolValuesApi,False,4,24,5.25,25,13,22,0,0,3
numpy-1.9.2,numpy-1.9.2/numpy/core/code_generators/genapi.py,FunctionApi,False,5,37,6.6,38,25,34,0,0,4
numpy-1.9.2,numpy-1.9.2/numpy/core/code_generators/generate_umath.py,FullTypeDescr,False,0,1,0.0,2,2,2,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/core/code_generators/generate_umath.py,TypeDescription,False,2,38,10.0,39,22,21,0,16,2
numpy-1.9.2,numpy-1.9.2/numpy/core/code_generators/generate_umath.py,Ufunc,False,1,24,14.0,25,15,15,0,9,1
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_abc.py,ABC,True,4,35,8.0,36,21,33,0,0,3
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_arrayprint.py,TestArrayRepr,True,1,3,3.0,4,4,4,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_arrayprint.py,TestComplexArray,True,1,45,45.0,46,9,45,0,0,1
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_arrayprint.py,TestArray2String,True,3,48,15.333333333333334,49,45,42,0,0,4
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_arrayprint.py,TestPrintOptions,True,5,40,7.0,41,43,33,0,0,7
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_blasdot.py,TestInner,True,1,7,7.0,8,6,5,2,0,0
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_datetime.py,TestDateTime,True,54,1754,31.425925925925927,1755,873,1354,231,0,179
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_datetime.py,TestDateTimeData,True,1,4,3.0,5,4,4,0,0,1
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_defchararray.py,TestBasic,True,7,67,8.714285714285714,68,56,62,0,0,6
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_defchararray.py,TestVecString,True,7,34,4.0,35,29,29,0,0,6
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_defchararray.py,TestWhitespace,True,2,13,6.0,14,11,13,0,0,1
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_defchararray.py,TestChar,True,2,6,2.5,7,7,6,0,0,1
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_defchararray.py,TestComparisons,True,7,23,2.4285714285714284,24,16,18,0,0,6
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_defchararray.py,TestComparisonsMixed1,True,1,6,4.0,7,5,5,0,0,1
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_defchararray.py,TestComparisonsMixed2,True,1,6,4.0,7,5,5,0,0,1
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_defchararray.py,TestInformation,True,16,95,4.9375,96,74,78,3,0,15
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_defchararray.py,TestMethods,True,24,270,10.291666666666666,271,145,243,3,0,25
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_defchararray.py,TestOperations,True,7,75,9.857142857142858,76,56,63,0,0,12
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_deprecations.py,_DeprecationTestCase,True,4,97,21.75,98,37,41,10,32,15
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_deprecations.py,TestFloatNonIntegerArgumentDeprecation,True,7,139,14.571428571428571,140,148,91,8,17,24
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_deprecations.py,TestBooleanArgumentDeprecation,True,1,21,12.0,22,15,12,2,5,3
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_deprecations.py,TestArrayToIndexDeprecation,True,1,20,10.0,21,10,9,3,6,3
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_deprecations.py,TestNonIntegerArrayLike,True,2,27,9.5,28,16,18,2,3,5
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_deprecations.py,TestMultipleEllipsisDeprecation,True,1,13,10.0,14,10,11,1,0,2
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_deprecations.py,TestBooleanSubtractDeprecations,True,1,20,11.0,21,10,10,2,5,4
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_deprecations.py,TestRankDeprecation,True,1,6,3.0,7,5,4,0,3,0
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_deprecations.py,TestComparisonDepreactions,True,4,69,13.25,70,38,36,15,6,13
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_deprecations.py,TestIdentityComparisonDepreactions,True,3,50,11.0,51,31,30,2,8,11
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_dtype.py,TestBuiltin,True,5,85,16.2,86,59,67,10,0,8
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_dtype.py,TestRecord,True,7,129,17.571428571428573,130,85,111,9,3,6
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_dtype.py,TestSubarray,True,9,103,10.555555555555555,104,74,77,11,0,11
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_dtype.py,TestMonsterType,True,1,15,14.0,16,11,14,0,0,1
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_dtype.py,TestMetadata,True,4,16,3.25,17,18,14,0,0,3
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_dtype.py,TestString,True,5,125,24.0,126,39,108,5,0,13
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_dtype.py,TestDtypeAttributeDeletion,True,2,21,9.0,22,15,17,0,0,5
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_dtype.py,TestDtypeAttributes,True,2,12,5.0,13,12,10,1,0,2
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_einsum.py,TestEinSum,True,22,569,24.90909090909091,570,362,399,76,0,101
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_errstate.py,TestErrstate,True,3,38,11.666666666666666,39,33,33,4,0,2
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_function_base.py,TestLogspace,True,2,18,8.0,19,17,17,0,0,2
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_function_base.py,TestLinspace,True,7,84,11.0,85,70,70,0,0,15
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_getlimits.py,TestPythonFloat,True,1,4,4.0,5,5,5,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_getlimits.py,TestHalf,True,1,4,4.0,5,5,5,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_getlimits.py,TestSingle,True,1,4,4.0,5,5,5,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_getlimits.py,TestDouble,True,1,4,4.0,5,5,5,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_getlimits.py,TestLongdouble,True,1,4,4.0,5,5,5,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_getlimits.py,TestIinfo,True,2,14,6.5,15,11,14,0,0,1
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_getlimits.py,TestRepr,True,2,18,8.5,19,12,14,3,0,2
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_half.py,TestHalf,True,13,414,30.76923076923077,415,297,304,49,4,63
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_indexerrors.py,TestIndexErrors,True,7,117,15.571428571428571,118,129,91,2,0,20
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_indexing.py,TestIndexing,True,26,392,13.153846153846153,393,243,239,79,0,77
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_indexing.py,TestFieldIndexing,True,1,6,6.0,7,5,5,2,0,0
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_indexing.py,TestBroadcastedAssignments,True,6,62,8.666666666666666,63,47,40,5,0,18
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_indexing.py,TestSubclasses,True,3,45,13.666666666666666,46,34,29,6,0,11
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_indexing.py,TestFancyIndexingEquivalence,True,2,28,13.0,29,25,19,5,0,5
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_indexing.py,TestMultiIndexingAutomated,True,8,403,46.875,404,224,235,94,52,35
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_indexing.py,TestCApiAccess,True,2,36,17.5,37,26,26,5,0,6
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_item_selection.py,TestTake,True,3,58,18.333333333333332,59,54,51,5,0,3
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_machar.py,TestMachAr,True,2,17,8.0,18,15,12,2,2,1
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_memmap.py,TestMemmap,True,14,112,7.0,113,90,94,6,0,14
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestFlags,True,5,33,5.8,34,29,29,1,0,4
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestHash,True,1,19,18.0,20,10,18,1,0,1
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestAttributes,True,9,122,12.666666666666666,123,100,100,11,0,12
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestArrayConstruction,True,1,38,38.0,39,34,33,0,0,6
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestAssignment,True,2,33,16.0,34,21,20,11,0,3
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestDtypedescr,True,2,9,4.0,10,9,9,0,0,1
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestZeroRank,True,11,74,5.818181818181818,75,70,65,2,0,10
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestScalarIndexing,True,8,88,10.125,89,83,69,3,0,17
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestCreation,True,13,155,10.846153846153847,156,119,118,7,6,25
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestStructured,True,3,131,43.0,132,89,93,24,0,15
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestBool,True,6,56,8.333333333333334,57,54,46,5,0,6
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestMethods,True,26,1080,40.38461538461539,1081,864,862,104,0,116
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestBinop,True,2,177,87.0,178,108,136,16,0,28
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestSubscripting,True,1,6,6.0,7,7,7,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestPickling,True,9,63,5.777777777777778,64,49,52,3,0,9
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestFancyIndexing,True,6,51,7.666666666666667,52,50,46,0,0,6
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestStringCompare,True,3,30,9.0,31,28,28,0,0,3
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestArgmax,True,4,93,8.25,94,29,78,7,0,13
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestArgmin,True,5,107,9.2,108,38,87,7,0,18
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestMinMax,True,2,12,5.5,13,11,11,0,0,2
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestNewaxis,True,1,4,4.0,5,6,5,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestClip,True,5,59,11.0,60,47,50,0,0,10
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestPutmask,True,7,47,5.857142857142857,48,35,36,4,0,8
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestTake,True,8,48,5.125,49,39,40,1,0,8
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestLexsort,True,2,25,12.0,26,22,22,0,0,4
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestIO,True,32,253,6.84375,254,195,203,9,3,40
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestFromBuffer,True,3,13,3.6666666666666665,14,13,12,0,0,2
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestFlat,True,4,44,10.25,45,42,40,0,0,5
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestResize,True,8,48,5.125,49,45,41,1,0,7
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestRecord,True,5,147,21.6,148,109,119,17,0,12
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestView,True,1,9,9.0,10,7,8,2,0,0
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestStats,True,12,195,15.0,196,151,151,23,0,22
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestDot,True,4,67,16.0,68,55,51,3,0,16
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestInner,True,1,7,6.0,8,6,6,1,0,1
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestSummarization,True,2,17,8.0,18,13,15,0,0,3
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestChoose,True,4,18,3.75,19,16,16,0,0,3
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestNeighborhoodIter,True,15,100,5.466666666666667,101,59,77,6,0,18
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestStackedNeighborhoodIter,True,4,148,34.5,149,60,115,22,0,12
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestWarnings,True,1,9,8.0,10,8,8,0,0,2
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestMinScalarType,True,5,25,4.0,26,21,21,0,0,5
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestPEP3118Dtype,True,8,78,8.875,79,56,62,6,0,11
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestNewBufferProtocol,True,15,264,16.666666666666668,265,161,222,12,0,35
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestArrayAttributeDeletion,True,4,32,6.25,33,22,25,0,0,7
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestMemEventHook,True,1,9,9.0,10,6,6,4,0,0
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestMapIter,True,1,19,19.0,20,12,15,2,0,3
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestAsCArray,True,3,14,4.0,15,13,13,0,0,2
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,PriorityNdarray,True,7,34,3.7142857142857144,35,28,28,0,0,7
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestArrayPriority,True,6,107,17.0,108,97,97,0,0,11
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestConversion,True,1,40,40.0,41,24,32,4,0,5
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_multiarray.py,TestWhere,True,7,142,19.428571428571427,143,117,116,9,0,18
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numeric.py,Vec,True,5,18,3.6,19,19,19,1,0,0
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numeric.py,TestDot,True,15,103,5.933333333333334,104,90,90,0,0,14
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numeric.py,TestResize,True,2,15,7.0,16,13,13,0,0,3
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numeric.py,TestNonarrayArgs,True,6,47,6.833333333333333,48,39,39,1,0,8
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numeric.py,TestBoolScalar,True,4,30,6.75,31,28,28,0,0,3
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numeric.py,TestBoolArray,True,4,84,20.25,85,83,78,3,0,4
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numeric.py,TestBoolCmp,True,3,65,21.0,66,78,54,7,0,5
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numeric.py,TestSeterr,True,5,81,15.2,82,63,70,5,0,7
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numeric.py,TestFloatExceptions,True,4,94,22.5,95,76,79,11,0,5
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numeric.py,TestTypes,True,6,253,38.0,254,185,188,34,0,32
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numeric.py,NIterError,True,0,0,0.0,1,2,1,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numeric.py,TestFromiter,True,7,48,6.0,49,37,39,4,0,6
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numeric.py,TestNonzero,True,4,60,14.25,61,49,51,1,0,9
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numeric.py,TestIndex,True,2,14,6.5,15,15,14,0,0,1
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numeric.py,TestBinaryRepr,True,3,9,2.3333333333333335,10,8,8,0,0,2
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numeric.py,TestBaseRepr,True,3,13,3.6666666666666665,14,12,12,0,0,2
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numeric.py,TestArrayComparisons,True,2,49,24.0,50,48,48,0,0,2
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numeric.py,TestClip,True,45,427,8.466666666666667,428,340,338,44,0,46
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numeric.py,TestAllclose,True,8,69,7.25,70,36,52,3,0,15
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numeric.py,TestIsclose,True,12,116,8.5,117,64,99,2,0,16
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numeric.py,TestStdVar,True,6,36,5.166666666666667,37,28,32,0,0,5
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numeric.py,TestStdVarComplex,True,2,9,4.0,10,9,9,0,0,1
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numeric.py,TestCreationFuncs,True,7,69,8.714285714285714,70,52,57,4,0,10
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numeric.py,TestLikeFuncs,True,7,115,15.285714285714286,116,76,97,12,0,13
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numeric.py,_TestCorrelate,True,3,19,5.666666666666667,20,18,18,0,0,2
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numeric.py,TestCorrelate,True,4,23,4.0,24,18,18,3,0,3
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numeric.py,TestCorrelateNew,True,1,11,10.0,12,10,9,2,0,1
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numeric.py,TestArgwhere,True,2,10,4.5,11,6,10,0,0,1
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numeric.py,TestStringFunction,True,1,11,11.0,12,13,11,0,0,1
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numeric.py,TestRoll,True,3,19,5.666666666666667,20,16,16,0,0,4
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numeric.py,TestCross,True,5,71,13.4,72,64,64,1,0,7
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numerictypes.py,create_zeros,True,3,31,9.0,32,28,22,3,0,3
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numerictypes.py,test_create_zeros_plain,True,0,2,0.0,3,3,2,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numerictypes.py,test_create_zeros_nested,True,0,2,0.0,3,3,2,0,0,0
numpy-1.9.2,numpy-1.9.2/numpy/core/tests/test_numerictypes.py,create_values,True,3,28,8.0,29,26,22,0,0,3
